relation i,relation j,#temporal inverse,#rel_i,P one direction,P two direction
Express intent to accept mediation,Express intent to mediate,0,8,0.0,0.0
Express intent to mediate,Accuse of aggression,0,14,0.0,0.0
Accuse of aggression,Express intent to mediate,0,7,0.0,0.0
Express intent to mediate,Investigate human rights abuses,0,14,0.0,0.0
Investigate human rights abuses,Express intent to mediate,0,3,0.0,0.0
Express intent to mediate,"Accuse of crime, corruption",0,14,0.0,0.0
"Accuse of crime, corruption",Express intent to mediate,0,64,0.0,0.0
Express intent to mediate,Demonstrate for leadership change,0,14,0.0,0.0
Demonstrate for leadership change,Express intent to mediate,0,27,0.0,0.0
Express intent to mediate,Demand change in leadership,0,14,0.0,0.0
Demand change in leadership,Express intent to mediate,0,64,0.0,0.0
Express intent to mediate,Reject material cooperation,0,14,0.0,0.0
Reject material cooperation,Express intent to mediate,0,3,0.0,0.0
Express intent to mediate,"Investigate crime, corruption",0,14,0.0,0.0
"Investigate crime, corruption",Express intent to mediate,0,28,0.0,0.0
Express intent to mediate,"Appeal for change in institutions, regime",0,14,0.0,0.0
"Appeal for change in institutions, regime",Express intent to mediate,0,20,0.0,0.0
Express intent to mediate,Express intent to ease administrative sanctions,0,14,0.0,0.0
Express intent to ease administrative sanctions,Express intent to mediate,0,7,0.0,0.0
Express intent to mediate,Receive inspectors,0,14,0.0,0.0
Receive inspectors,Express intent to mediate,0,2,0.0,0.0
Express intent to mediate,Increase police alert status,0,14,0.0,0.0
Increase police alert status,Express intent to mediate,0,25,0.0,0.0
Express intent to mediate,Defend verbally,0,14,0.0,0.0
Defend verbally,Express intent to mediate,0,25,0.0,0.0
Express intent to mediate,Threaten to halt negotiations,0,14,0.0,0.0
Threaten to halt negotiations,Express intent to mediate,0,1,0.0,0.0
Express intent to mediate,Reduce or stop military assistance,0,14,0.0,0.0
Reduce or stop military assistance,Express intent to mediate,0,8,0.0,0.0
Express intent to mediate,Demand settling of dispute,0,14,0.0,0.0
Demand settling of dispute,Express intent to mediate,0,5,0.0,0.0
Express intent to mediate,Conduct hunger strike,0,14,0.0,0.0
Conduct hunger strike,Express intent to mediate,0,3,0.0,0.0
Express intent to mediate,Demand intelligence cooperation,0,14,0.0,0.0
Demand intelligence cooperation,Express intent to mediate,0,15,0.0,0.0
Express intent to mediate,Demand mediation,0,14,0.0,0.0
Demand mediation,Express intent to mediate,0,3,0.0,0.0
Express intent to mediate,Express intent to cooperate on intelligence,0,14,0.0,0.0
Express intent to cooperate on intelligence,Express intent to mediate,0,8,0.0,0.0
Decline comment,"Refuse to ease economic sanctions, boycott, or embargo",0,22,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Decline comment,0,4,0.0,0.0
Decline comment,Reject judicial cooperation,0,22,0.0,0.0
Reject judicial cooperation,Decline comment,0,1,0.0,0.0
Decline comment,"Return, release property",0,22,0.0,0.0
"Return, release property",Decline comment,0,10,0.0,0.0
Decline comment,Express intent to accept mediation,0,22,0.0,0.0
Express intent to accept mediation,Decline comment,0,8,0.0,0.0
Decline comment,Accuse of aggression,0,22,0.0,0.0
Accuse of aggression,Decline comment,0,7,0.0,0.0
Decline comment,Investigate human rights abuses,0,22,0.0,0.0
Investigate human rights abuses,Decline comment,0,3,0.0,0.0
Decline comment,"Accuse of crime, corruption",0,22,0.0,0.0
"Accuse of crime, corruption",Decline comment,0,64,0.0,0.0
Decline comment,Demonstrate for leadership change,0,22,0.0,0.0
Demonstrate for leadership change,Decline comment,0,27,0.0,0.0
Decline comment,Demand change in leadership,0,22,0.0,0.0
Demand change in leadership,Decline comment,0,64,0.0,0.0
Decline comment,Reject material cooperation,0,22,0.0,0.0
Reject material cooperation,Decline comment,0,3,0.0,0.0
Decline comment,"Investigate crime, corruption",0,22,0.0,0.0
"Investigate crime, corruption",Decline comment,0,28,0.0,0.0
Decline comment,"Appeal for change in institutions, regime",0,22,0.0,0.0
"Appeal for change in institutions, regime",Decline comment,0,20,0.0,0.0
Decline comment,Express intent to ease administrative sanctions,0,22,0.0,0.0
Express intent to ease administrative sanctions,Decline comment,0,7,0.0,0.0
Decline comment,Receive inspectors,0,22,0.0,0.0
Receive inspectors,Decline comment,0,2,0.0,0.0
Decline comment,Increase police alert status,0,22,0.0,0.0
Increase police alert status,Decline comment,0,25,0.0,0.0
Decline comment,Defend verbally,0,22,0.0,0.0
Defend verbally,Decline comment,0,25,0.0,0.0
Decline comment,Threaten to halt negotiations,0,22,0.0,0.0
Threaten to halt negotiations,Decline comment,0,1,0.0,0.0
Decline comment,Reduce or stop military assistance,0,22,0.0,0.0
Reduce or stop military assistance,Decline comment,0,8,0.0,0.0
Decline comment,Demand settling of dispute,0,22,0.0,0.0
Demand settling of dispute,Decline comment,0,5,0.0,0.0
Decline comment,Conduct hunger strike,0,22,0.0,0.0
Conduct hunger strike,Decline comment,0,3,0.0,0.0
Decline comment,Demand intelligence cooperation,0,22,0.0,0.0
Demand intelligence cooperation,Decline comment,0,15,0.0,0.0
Decline comment,Demand mediation,0,22,0.0,0.0
Demand mediation,Decline comment,0,3,0.0,0.0
Decline comment,Express intent to cooperate on intelligence,0,22,0.0,0.0
Express intent to cooperate on intelligence,Decline comment,0,8,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Reject judicial cooperation,0,4,0.0,0.0
Reject judicial cooperation,"Refuse to ease economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Return, release property",0,4,0.0,0.0
"Return, release property","Refuse to ease economic sanctions, boycott, or embargo",0,10,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Express intent to accept mediation,0,4,0.0,0.0
Express intent to accept mediation,"Refuse to ease economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Accuse of aggression,0,4,0.0,0.0
Accuse of aggression,"Refuse to ease economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Investigate human rights abuses,0,4,0.0,0.0
Investigate human rights abuses,"Refuse to ease economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Accuse of crime, corruption",0,4,0.0,0.0
"Accuse of crime, corruption","Refuse to ease economic sanctions, boycott, or embargo",0,64,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,"Refuse to ease economic sanctions, boycott, or embargo",0,27,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Demand change in leadership,0,4,0.0,0.0
Demand change in leadership,"Refuse to ease economic sanctions, boycott, or embargo",0,64,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Reject material cooperation,0,4,0.0,0.0
Reject material cooperation,"Refuse to ease economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Investigate crime, corruption",0,4,0.0,0.0
"Investigate crime, corruption","Refuse to ease economic sanctions, boycott, or embargo",0,28,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Appeal for change in institutions, regime",0,4,0.0,0.0
"Appeal for change in institutions, regime","Refuse to ease economic sanctions, boycott, or embargo",0,20,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Express intent to ease administrative sanctions,0,4,0.0,0.0
Express intent to ease administrative sanctions,"Refuse to ease economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Receive inspectors,0,4,0.0,0.0
Receive inspectors,"Refuse to ease economic sanctions, boycott, or embargo",0,2,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Increase police alert status,0,4,0.0,0.0
Increase police alert status,"Refuse to ease economic sanctions, boycott, or embargo",0,25,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Defend verbally,0,4,0.0,0.0
Defend verbally,"Refuse to ease economic sanctions, boycott, or embargo",0,25,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Threaten to halt negotiations,0,4,0.0,0.0
Threaten to halt negotiations,"Refuse to ease economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Reduce or stop military assistance,0,4,0.0,0.0
Reduce or stop military assistance,"Refuse to ease economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Demand settling of dispute,0,4,0.0,0.0
Demand settling of dispute,"Refuse to ease economic sanctions, boycott, or embargo",0,5,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Conduct hunger strike,0,4,0.0,0.0
Conduct hunger strike,"Refuse to ease economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Demand intelligence cooperation,0,4,0.0,0.0
Demand intelligence cooperation,"Refuse to ease economic sanctions, boycott, or embargo",0,15,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Demand mediation,0,4,0.0,0.0
Demand mediation,"Refuse to ease economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Express intent to cooperate on intelligence,0,4,0.0,0.0
Express intent to cooperate on intelligence,"Refuse to ease economic sanctions, boycott, or embargo",0,8,0.0,0.0
Reject judicial cooperation,"Return, release property",0,1,0.0,0.0
"Return, release property",Reject judicial cooperation,0,10,0.0,0.0
Reject judicial cooperation,Express intent to accept mediation,0,1,0.0,0.0
Express intent to accept mediation,Reject judicial cooperation,0,8,0.0,0.0
Reject judicial cooperation,Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,Reject judicial cooperation,0,7,0.0,0.0
Reject judicial cooperation,Investigate human rights abuses,0,1,0.0,0.0
Investigate human rights abuses,Reject judicial cooperation,0,3,0.0,0.0
Reject judicial cooperation,"Accuse of crime, corruption",0,1,0.0,0.0
"Accuse of crime, corruption",Reject judicial cooperation,0,64,0.0,0.0
Reject judicial cooperation,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Reject judicial cooperation,0,27,0.0,0.0
Reject judicial cooperation,Demand change in leadership,0,1,0.0,0.0
Demand change in leadership,Reject judicial cooperation,0,64,0.0,0.0
Reject judicial cooperation,Reject material cooperation,0,1,0.0,0.0
Reject material cooperation,Reject judicial cooperation,0,3,0.0,0.0
Reject judicial cooperation,"Investigate crime, corruption",0,1,0.0,0.0
"Investigate crime, corruption",Reject judicial cooperation,0,28,0.0,0.0
Reject judicial cooperation,"Appeal for change in institutions, regime",0,1,0.0,0.0
"Appeal for change in institutions, regime",Reject judicial cooperation,0,20,0.0,0.0
Reject judicial cooperation,Express intent to ease administrative sanctions,0,1,0.0,0.0
Express intent to ease administrative sanctions,Reject judicial cooperation,0,7,0.0,0.0
Reject judicial cooperation,Receive inspectors,0,1,0.0,0.0
Receive inspectors,Reject judicial cooperation,0,2,0.0,0.0
Reject judicial cooperation,Increase police alert status,0,1,0.0,0.0
Increase police alert status,Reject judicial cooperation,0,25,0.0,0.0
Reject judicial cooperation,Defend verbally,0,1,0.0,0.0
Defend verbally,Reject judicial cooperation,0,25,0.0,0.0
Reject judicial cooperation,Threaten to halt negotiations,0,1,0.0,0.0
Threaten to halt negotiations,Reject judicial cooperation,0,1,0.0,0.0
Reject judicial cooperation,Reduce or stop military assistance,0,1,0.0,0.0
Reduce or stop military assistance,Reject judicial cooperation,0,8,0.0,0.0
Reject judicial cooperation,Demand settling of dispute,0,1,0.0,0.0
Demand settling of dispute,Reject judicial cooperation,0,5,0.0,0.0
Reject judicial cooperation,Conduct hunger strike,0,1,0.0,0.0
Conduct hunger strike,Reject judicial cooperation,0,3,0.0,0.0
Reject judicial cooperation,Demand intelligence cooperation,0,1,0.0,0.0
Demand intelligence cooperation,Reject judicial cooperation,0,15,0.0,0.0
Reject judicial cooperation,Demand mediation,0,1,0.0,0.0
Demand mediation,Reject judicial cooperation,0,3,0.0,0.0
Reject judicial cooperation,Express intent to cooperate on intelligence,0,1,0.0,0.0
Express intent to cooperate on intelligence,Reject judicial cooperation,0,8,0.0,0.0
"Return, release property",Express intent to accept mediation,0,10,0.0,0.0
Express intent to accept mediation,"Return, release property",0,8,0.0,0.0
"Return, release property",Accuse of aggression,0,10,0.0,0.0
Accuse of aggression,"Return, release property",0,7,0.0,0.0
"Return, release property",Investigate human rights abuses,0,10,0.0,0.0
Investigate human rights abuses,"Return, release property",0,3,0.0,0.0
"Return, release property","Accuse of crime, corruption",0,10,0.0,0.0
"Accuse of crime, corruption","Return, release property",0,64,0.0,0.0
"Return, release property",Demonstrate for leadership change,0,10,0.0,0.0
Demonstrate for leadership change,"Return, release property",0,27,0.0,0.0
"Return, release property",Demand change in leadership,0,10,0.0,0.0
Demand change in leadership,"Return, release property",0,64,0.0,0.0
"Return, release property",Reject material cooperation,0,10,0.0,0.0
Reject material cooperation,"Return, release property",0,3,0.0,0.0
"Return, release property","Investigate crime, corruption",0,10,0.0,0.0
"Investigate crime, corruption","Return, release property",0,28,0.0,0.0
"Return, release property","Appeal for change in institutions, regime",0,10,0.0,0.0
"Appeal for change in institutions, regime","Return, release property",0,20,0.0,0.0
"Return, release property",Express intent to ease administrative sanctions,0,10,0.0,0.0
Express intent to ease administrative sanctions,"Return, release property",0,7,0.0,0.0
"Return, release property",Receive inspectors,0,10,0.0,0.0
Receive inspectors,"Return, release property",0,2,0.0,0.0
"Return, release property",Increase police alert status,0,10,0.0,0.0
Increase police alert status,"Return, release property",0,25,0.0,0.0
