head,relation,tail,time
Police (Cote d'Ivoire),Physically assault,Protester (Cote d'Ivoire),2014-11-25
Police (Cote d'Ivoire),Use unconventional violence,Student (Cote d'Ivoire),2014-03-03
Police (Cote d'Ivoire),Use conventional military force,Student (Cote d'Ivoire),2014-02-21
Police (Croatia),Investigate,Citizen (Croatia),2014-05-11
Police (Croatia),Use conventional military force,Citizen (Croatia),2014-11-17
Police (Croatia),Criticize or denounce,Government (Croatia),2014-04-04
Police (Croatia),Investigate,Government (Croatia),2014-02-07
Police (Croatia),Complain officially,Government (Croatia),2014-04-29
Police (Croatia),Criticize or denounce,Government (Croatia),2014-12-04
Police (Croatia),Express accord,Mladen Bajić,2014-01-20
Police (Croatia),Express accord,Mladen Bajić,2014-06-05
Police (Dominican Republic),"Arrest, detain, or charge with legal action",Criminal (Dominican Republic),2014-08-12
Police (Dominican Republic),Make statement,Criminal (Dominican Republic),2014-11-25
Police (Egypt),Make statement,Armed Gang (Egypt),2014-05-20
Police (Egypt),Make statement,Armed Gang (Egypt),2014-08-18
Police (Egypt),Engage in symbolic act,Armed Gang (Egypt),2014-01-01
Police (Egypt),fight with small arms and light weapons,Armed Gang (Egypt),2014-12-26
Police (Egypt),Make statement,Armed Gang (Egypt),2014-07-20
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-08-16
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-04-16
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-12-15
Police (Egypt),Investigate,Criminal (Egypt),2014-04-25
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-04-03
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-05-30
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-03-03
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-02-27
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-01-10
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-04-02
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-07-02
Police (Egypt),Expel or deport individuals,Criminal (Egypt),2014-01-08
Police (Egypt),fight with small arms and light weapons,Criminal (Egypt),2014-05-29
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-01-24
Police (Egypt),Use conventional military force,Criminal (Egypt),2014-08-05
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-12-09
Police (Egypt),Impose administrative sanctions,Criminal (Egypt),2014-02-11
Police (Egypt),Consult,Defense / Security Ministry (Egypt),2014-06-20
Police (Egypt),Defend verbally,Defense / Security Ministry (Egypt),2014-01-02
Police (Egypt),Make statement,Egyptian Army,2014-04-17
Police (Egypt),Use conventional military force,Egyptian Army,2014-04-27
Police (Egypt),Express intent to engage in material cooperation,Egyptian Army,2014-05-19
Police (Egypt),Make statement,Islamic Militant (Egypt),2014-12-23
Police (Egypt),Make statement,Islamic Militant (Egypt),2014-07-21
Police (Egypt),Make statement,Other Authorities / Officials (Egypt),2014-03-27
Police (Egypt),Make statement,Other Authorities / Officials (Egypt),2014-06-02
Police (Egypt),Make statement,Other Authorities / Officials (Egypt),2014-08-28
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-04-04
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-04
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-27
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-05-02
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-28
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-20
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-14
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-09-16
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-03
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-29
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-12-01
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-03-08
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-03-24
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-08
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-06-22
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-07
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-06-20
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-02-07
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-31
Police (Egypt),Use conventional military force,Protester (Egypt),2014-12-01
Police (Egypt),Use conventional military force,Protester (Egypt),2014-08-12
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-08-15
Police (Egypt),Use conventional military force,Protester (Egypt),2014-11-29
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-03-25
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-04-09
Police (Egypt),Make an appeal or request,Protester (Egypt),2014-03-19
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-03-28
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-10-12
Police (Egypt),Use conventional military force,Protester (Egypt),2014-02-23
Police (Egypt),fight with small arms and light weapons,Protester (Egypt),2014-03-03
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-03-07
Police (Egypt),Use conventional military force,Protester (Egypt),2014-08-15
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-09-05
Police (Egypt),Use conventional military force,Protester (Egypt),2014-01-03
Police (Egypt),Use conventional military force,Protester (Egypt),2014-07-06
Police (Egypt),Make statement,Protester (Egypt),2014-11-29
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-08-16
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-05
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-29
Police (Egypt),Coerce,Protester (Egypt),2014-12-02
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-30
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-08-29
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-21
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-03-19
Police (Egypt),Use conventional military force,Protester (Egypt),2014-04-16
Police (Egypt),Use conventional military force,Protester (Egypt),2014-08-16
Police (Egypt),Use conventional military force,Protester (Egypt),2014-01-25
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-08-14
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-25
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-14
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-08-13
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-02-14
Police (Egypt),fight with small arms and light weapons,Protester (Egypt),2014-06-22
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-12-15
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-05-21
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-17
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-02-28
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-09-30
Police (Egypt),fight with small arms and light weapons,Protester (Egypt),2014-01-24
Police (Egypt),Use conventional military force,Protester (Egypt),2014-11-30
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-06-28
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-04-25
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-07-04
Police (Egypt),fight with small arms and light weapons,Protester (Egypt),2014-11-28
Police (Egypt),Coerce,Protester (Egypt),2014-12-03
Police (Egypt),Use conventional military force,Protester (Egypt),2014-03-24
Police (Egypt),Use conventional military force,Protester (Egypt),2014-11-28
Police (Egypt),Accuse,Protester (Egypt),2014-04-03
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-15
Police (Egypt),Use conventional military force,Protester (Egypt),2014-02-28
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-03-01
Police (Egypt),Provide aid,Women (Egypt),2014-06-10
Police (Egypt),Confiscate property,Women (Egypt),2014-05-30
Police (Egypt),"Arrest, detain, or charge with legal action",Women (Egypt),2014-12-30
Police (Egypt),Provide aid,Women (Egypt),2014-06-14
Police (Egypt),Provide humanitarian aid,Women (Egypt),2014-06-10
Police (Egypt),"Arrest, detain, or charge with legal action",Women (Egypt),2014-05-30
Police (Egypt),"Return, release person(s)",Women (Egypt),2014-01-05
Police (Egypt),Provide aid,Women (Egypt),2014-06-09
Police (El Salvador),Make statement,Antonio Guerrero Rodríguez,2014-07-31
Police (El Salvador),Make statement,Antonio Guerrero Rodríguez,2014-07-30
Police (El Salvador),Make statement,Criminal (El Salvador),2014-12-23
Police (El Salvador),"Arrest, detain, or charge with legal action",Criminal (El Salvador),2014-11-01
Police (El Salvador),"Arrest, detain, or charge with legal action",Criminal (El Salvador),2014-11-24
Police (El Salvador),Use conventional military force,Criminal (El Salvador),2014-08-18
Police (El Salvador),Use conventional military force,Criminal (El Salvador),2014-04-04
Police (El Salvador),"Arrest, detain, or charge with legal action",Criminal (El Salvador),2014-10-29
Police (Ethiopia),Use tactics of violent repression,Protester (Ethiopia),2014-07-21
Police (Ethiopia),Physically assault,Protester (Ethiopia),2014-07-21
Police (Gambia),"Arrest, detain, or charge with legal action",Mambury Njie,2014-11-17
Police (Gambia),"Arrest, detain, or charge with legal action",Mambury Njie,2014-12-01
Police (Gambia),"Arrest, detain, or charge with legal action",Mambury Njie,2014-03-07
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-09-23
Police (Greece),Use tactics of violent repression,Citizen (Greece),2014-01-30
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-04-25
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-02-10
Police (Greece),Use tactics of violent repression,Citizen (Greece),2014-02-23
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-01-30
Police (Greece),Make an appeal or request,Citizen (Greece),2014-01-22
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-10-07
Police (Greece),Use tactics of violent repression,Citizen (Greece),2014-07-04
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-02-06
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-04-24
Police (Greece),Use conventional military force,Citizen (Greece),2014-12-06
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-11-03
Police (Greece),Investigate,Citizen (Greece),2014-01-22
Police (Greece),Criticize or denounce,Citizen (Greece),2014-03-26
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-10-01
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-07-03
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-01-18
Police (Greece),Investigate,Citizen (Greece),2014-01-21
Police (Greece),Use conventional military force,Citizen (Greece),2014-07-16
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-04-08
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-02-21
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-08-16
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-08-17
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-07-24
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-02-24
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-04-17
Police (Greece),Use tactics of violent repression,Citizen (Greece),2014-01-09
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-10-06
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-01-27
Police (Greece),Provide aid,Citizen (Greece),2014-08-17
