relation i,relation j,#evolve,#rel_i,P one direction,P two direction
Express intent to change policy,"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for economic aid,0,69,0.0,0.0
Appeal for economic aid,"Conduct suicide, car, or other non-military bombing",0,23,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for aid,0,69,0.0,0.0
Appeal for aid,"Conduct suicide, car, or other non-military bombing",0,22,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for de-escalation of military engagement,0,69,0.0,0.0
Appeal for de-escalation of military engagement,"Conduct suicide, car, or other non-military bombing",0,34,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Defend verbally,0,69,0.0,0.0
Defend verbally,"Conduct suicide, car, or other non-military bombing",0,25,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Coerce,0,69,0.0,0.0
Coerce,"Conduct suicide, car, or other non-military bombing",0,95,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Accede to demands for change in policy,0,69,0.0,0.0
Accede to demands for change in policy,"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Engage in material cooperation,0,69,0.0,0.0
Engage in material cooperation,"Conduct suicide, car, or other non-military bombing",0,83,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Sexually assault,0,69,0.0,0.0
Sexually assault,"Conduct suicide, car, or other non-military bombing",0,112,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to provide economic aid,0,69,0.0,0.0
Express intent to provide economic aid,"Conduct suicide, car, or other non-military bombing",0,70,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Decline comment,0,69,0.0,0.0
Decline comment,"Conduct suicide, car, or other non-military bombing",0,22,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Provide economic aid,0,69,0.0,0.0
Provide economic aid,"Conduct suicide, car, or other non-military bombing",0,71,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to accept mediation,0,69,0.0,0.0
Express intent to accept mediation,"Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for judicial cooperation,0,69,0.0,0.0
Appeal for judicial cooperation,"Conduct suicide, car, or other non-military bombing",0,23,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to de-escalate military engagement,0,69,0.0,0.0
Express intent to de-escalate military engagement,"Conduct suicide, car, or other non-military bombing",0,31,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Grant diplomatic recognition,0,69,0.0,0.0
Grant diplomatic recognition,"Conduct suicide, car, or other non-military bombing",0,53,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Apologize,0,69,0.0,0.0
Apologize,"Conduct suicide, car, or other non-military bombing",0,33,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to provide military aid,18,69,0.2608695652173913,0.12422360248447205
Express intent to provide military aid,"Conduct suicide, car, or other non-military bombing",2,92,0.021739130434782608,0.12422360248447205
"Conduct suicide, car, or other non-military bombing","Refuse to ease economic sanctions, boycott, or embargo",0,69,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Conduct suicide, car, or other non-military bombing",0,4,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for material cooperation,1,69,0.014492753623188406,0.012658227848101266
Appeal for material cooperation,"Conduct suicide, car, or other non-military bombing",0,10,0.0,0.012658227848101266
"Conduct suicide, car, or other non-military bombing",Express intent to mediate,0,69,0.0,0.0
Express intent to mediate,"Conduct suicide, car, or other non-military bombing",0,14,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Accuse of aggression,0,69,0.0,0.0
Accuse of aggression,"Conduct suicide, car, or other non-military bombing",0,7,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand settling of dispute,0,69,0.0,0.0
Demand settling of dispute,"Conduct suicide, car, or other non-military bombing",0,5,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Express intent to ease economic sanctions, boycott, or embargo",0,69,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo","Conduct suicide, car, or other non-military bombing",0,18,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Mobilize or increase police power,0,69,0.0,0.0
Mobilize or increase police power,"Conduct suicide, car, or other non-military bombing",0,25,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demonstrate military or police power,0,69,0.0,0.0
Demonstrate military or police power,"Conduct suicide, car, or other non-military bombing",0,30,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Demand change in institutions, regime",0,69,0.0,0.025974025974025976
"Demand change in institutions, regime","Conduct suicide, car, or other non-military bombing",2,8,0.25,0.025974025974025976
"Conduct suicide, car, or other non-military bombing",Express intent to cooperate militarily,0,69,0.0,0.0
Express intent to cooperate militarily,"Conduct suicide, car, or other non-military bombing",0,14,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reduce or stop military assistance,0,69,0.0,0.0
Reduce or stop military assistance,"Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Defy norms, law",2,69,0.028985507246376812,0.023809523809523808
"Defy norms, law","Conduct suicide, car, or other non-military bombing",1,57,0.017543859649122806,0.023809523809523808
"Conduct suicide, car, or other non-military bombing",Demand that target yields,0,69,0.0,0.0
Demand that target yields,"Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Threaten non-force,0,69,0.0,0.0
Threaten non-force,"Conduct suicide, car, or other non-military bombing",0,10,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Ease economic sanctions, boycott, embargo",0,69,0.0,0.0
"Ease economic sanctions, boycott, embargo","Conduct suicide, car, or other non-military bombing",0,21,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Impose state of emergency or martial law,0,69,0.0,0.0
Impose state of emergency or martial law,"Conduct suicide, car, or other non-military bombing",0,12,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Ease state of emergency or martial law,0,69,0.0,0.0
Ease state of emergency or martial law,"Conduct suicide, car, or other non-military bombing",0,1,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Accede to demands for change in institutions, regime",0,69,0.0,0.0
"Accede to demands for change in institutions, regime","Conduct suicide, car, or other non-military bombing",0,3,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to yield,0,69,0.0,0.0
Express intent to yield,"Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Share intelligence or information,0,69,0.0,0.0
Share intelligence or information,"Conduct suicide, car, or other non-military bombing",0,38,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Accuse of espionage, treason",2,69,0.028985507246376812,0.03614457831325301
"Accuse of espionage, treason","Conduct suicide, car, or other non-military bombing",1,14,0.07142857142857142,0.03614457831325301
"Conduct suicide, car, or other non-military bombing",Receive inspectors,0,69,0.0,0.0
Receive inspectors,"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Increase military alert status,0,69,0.0,0.0
Increase military alert status,"Conduct suicide, car, or other non-military bombing",0,27,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Attempt to assassinate,0,69,0.0,0.0
Attempt to assassinate,"Conduct suicide, car, or other non-military bombing",0,11,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Refuse to yield,0,69,0.0,0.0
Refuse to yield,"Conduct suicide, car, or other non-military bombing",0,37,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Veto,0,69,0.0,0.0
Veto,"Conduct suicide, car, or other non-military bombing",0,6,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Complain officially,0,69,0.0,0.0
Complain officially,"Conduct suicide, car, or other non-military bombing",0,109,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reduce or stop economic assistance,0,69,0.0,0.0
Reduce or stop economic assistance,"Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Impose blockade, restrict movement",0,69,0.0,0.0
"Impose blockade, restrict movement","Conduct suicide, car, or other non-military bombing",0,18,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to provide military protection or peacekeeping,0,69,0.0,0.0
Express intent to provide military protection or peacekeeping,"Conduct suicide, car, or other non-military bombing",0,6,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Halt mediation,0,69,0.0,0.0
Halt mediation,"Conduct suicide, car, or other non-military bombing",0,1,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand intelligence cooperation,0,69,0.0,0.0
Demand intelligence cooperation,"Conduct suicide, car, or other non-military bombing",0,15,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demonstrate for leadership change,0,69,0.0,0.0
Demonstrate for leadership change,"Conduct suicide, car, or other non-military bombing",0,27,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Conduct hunger strike,0,69,0.0,0.0
Conduct hunger strike,"Conduct suicide, car, or other non-military bombing",0,3,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand mediation,0,69,0.0,0.0
Demand mediation,"Conduct suicide, car, or other non-military bombing",0,3,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand economic aid,0,69,0.0,0.02531645569620253
Demand economic aid,"Conduct suicide, car, or other non-military bombing",2,10,0.2,0.02531645569620253
"Conduct suicide, car, or other non-military bombing","Demand meeting, negotiation",0,69,0.0,0.011904761904761904
"Demand meeting, negotiation","Conduct suicide, car, or other non-military bombing",1,15,0.06666666666666667,0.011904761904761904
"Conduct suicide, car, or other non-military bombing",Appeal for military aid,2,69,0.028985507246376812,0.021052631578947368
Appeal for military aid,"Conduct suicide, car, or other non-military bombing",0,26,0.0,0.021052631578947368
"Conduct suicide, car, or other non-military bombing",Demand material cooperation,0,69,0.0,0.0
Demand material cooperation,"Conduct suicide, car, or other non-military bombing",0,9,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Return, release property",0,69,0.0,0.0
"Return, release property","Conduct suicide, car, or other non-military bombing",0,10,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to engage in material cooperation,0,69,0.0,0.0
Express intent to engage in material cooperation,"Conduct suicide, car, or other non-military bombing",0,10,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand policy change,0,69,0.0,0.0
Demand policy change,"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reject economic cooperation,0,69,0.0,0.0
Reject economic cooperation,"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for humanitarian aid,0,69,0.0,0.0
Appeal for humanitarian aid,"Conduct suicide, car, or other non-military bombing",0,7,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand judicial cooperation,0,69,0.0,0.0
Demand judicial cooperation,"Conduct suicide, car, or other non-military bombing",0,4,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to ease administrative sanctions,0,69,0.0,0.0
Express intent to ease administrative sanctions,"Conduct suicide, car, or other non-military bombing",0,7,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Accede to requests or demands for political reform,0,69,0.0,0.0
Accede to requests or demands for political reform,"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand rights,0,69,0.0,0.0
Demand rights,"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal to yield,0,69,0.0,0.0
Appeal to yield,"Conduct suicide, car, or other non-military bombing",0,7,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand humanitarian aid,0,69,0.0,0.0
Demand humanitarian aid,"Conduct suicide, car, or other non-military bombing",0,1,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand political reform,0,69,0.0,0.0
Demand political reform,"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Ease curfew,2,69,0.028985507246376812,0.02702702702702703
Ease curfew,"Conduct suicide, car, or other non-military bombing",0,5,0.0,0.02702702702702703
"Conduct suicide, car, or other non-military bombing",Appeal for policy change,0,69,0.0,0.0
Appeal for policy change,"Conduct suicide, car, or other non-military bombing",0,12,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to cooperate on intelligence,0,69,0.0,0.0
Express intent to cooperate on intelligence,"Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demobilize armed forces,0,69,0.0,0.0
Demobilize armed forces,"Conduct suicide, car, or other non-military bombing",0,3,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reduce or stop material aid,0,69,0.0,0.0
Reduce or stop material aid,"Conduct suicide, car, or other non-military bombing",0,3,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Threaten with sanctions, boycott, embargo",0,69,0.0,0.0
"Threaten with sanctions, boycott, embargo","Conduct suicide, car, or other non-military bombing",0,6,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reduce or stop humanitarian assistance,0,69,0.0,0.0
Reduce or stop humanitarian assistance,"Conduct suicide, car, or other non-military bombing",0,4,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Refuse to release persons or property,0,69,0.0,0.0
Refuse to release persons or property,"Conduct suicide, car, or other non-military bombing",0,19,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Destroy property,0,69,0.0,0.0
