relation i,relation j,#implication,#rel_i,P one direction,P two direction
Mediate,Demand mediation,0,15,0.0,0.0
Demand mediation,Mediate,0,3,0.0,0.0
Mediate,Appeal for humanitarian aid,0,15,0.0,0.0
Appeal for humanitarian aid,Mediate,0,7,0.0,0.0
Mediate,Obstruct passage to demand leadership change,0,15,0.0,0.0
Obstruct passage to demand leadership change,Mediate,0,2,0.0,0.0
Mediate,Express intent to yield,0,15,0.0,0.0
Express intent to yield,Mediate,0,8,0.0,0.0
Mediate,Threaten to halt mediation,0,15,0.0,0.0
Threaten to halt mediation,Mediate,0,1,0.0,0.0
Mediate,Reject judicial cooperation,0,15,0.0,0.0
Reject judicial cooperation,Mediate,0,1,0.0,0.0
Mediate,Reduce or stop military assistance,0,15,0.0,0.0
Reduce or stop military assistance,Mediate,0,8,0.0,0.0
Mediate,Threaten to reduce or break relations,0,15,0.0,0.0
Threaten to reduce or break relations,Mediate,0,4,0.0,0.0
Mediate,Demobilize armed forces,0,15,0.0,0.0
Demobilize armed forces,Mediate,0,3,0.0,0.0
Mediate,Use as human shield,0,15,0.0,0.0
Use as human shield,Mediate,0,1,0.0,0.0
Mediate,Demand policy change,0,15,0.0,0.0
Demand policy change,Mediate,0,2,0.0,0.0
Mediate,"Accede to demands for change in institutions, regime",0,15,0.0,0.0
"Accede to demands for change in institutions, regime",Mediate,0,3,0.0,0.0
Mediate,Reject economic cooperation,0,15,0.0,0.0
Reject economic cooperation,Mediate,0,2,0.0,0.0
Mediate,Reject material cooperation,0,15,0.0,0.0
Reject material cooperation,Mediate,0,3,0.0,0.0
Mediate,Halt mediation,0,15,0.0,0.0
Halt mediation,Mediate,0,1,0.0,0.0
Mediate,Threaten with repression,0,15,0.0,0.0
Threaten with repression,Mediate,0,5,0.0,0.0
Mediate,Accede to demands for change in policy,0,15,0.0,0.0
Accede to demands for change in policy,Mediate,0,2,0.0,0.0
Mediate,Investigate war crimes,0,15,0.0,0.0
Investigate war crimes,Mediate,0,1,0.0,0.0
Mediate,Conduct hunger strike,0,15,0.0,0.0
Conduct hunger strike,Mediate,0,3,0.0,0.0
Mediate,Destroy property,0,15,0.0,0.0
Destroy property,Mediate,0,3,0.0,0.0
Mediate,Express intent to change policy,0,15,0.0,0.0
Express intent to change policy,Mediate,0,2,0.0,0.0
Mediate,"Use chemical, biological, or radiological weapons",0,15,0.0,0.0
"Use chemical, biological, or radiological weapons",Mediate,0,1,0.0,0.0
Mediate,Reject request for military protection or peacekeeping,0,15,0.0,0.0
Reject request for military protection or peacekeeping,Mediate,0,1,0.0,0.0
Mediate,Demand material aid,0,15,0.0,0.0
Demand material aid,Mediate,0,1,0.0,0.0
Mediate,Reduce or stop material aid,0,15,0.0,0.0
Reduce or stop material aid,Mediate,0,3,0.0,0.0
Mediate,Engage in mass expulsion,0,15,0.0,0.0
Engage in mass expulsion,Mediate,0,1,0.0,0.0
Mediate,Appeal for policy change,0,15,0.0,0.0
Appeal for policy change,Mediate,0,12,0.0,0.0
Mediate,Investigate human rights abuses,0,15,0.0,0.0
Investigate human rights abuses,Mediate,0,3,0.0,0.0
Mediate,Carry out car bombing,0,15,0.0,0.0
Carry out car bombing,Mediate,0,1,0.0,0.0
Mediate,Expel or withdraw,0,15,0.0,0.0
Expel or withdraw,Mediate,0,1,0.0,0.0
Mediate,Grant asylum,0,15,0.0,0.0
Grant asylum,Mediate,0,7,0.0,0.0
Mediate,Ease state of emergency or martial law,0,15,0.0,0.0
Ease state of emergency or martial law,Mediate,0,1,0.0,0.0
Mediate,Carry out roadside bombing,0,15,0.0,0.0
Carry out roadside bombing,Mediate,0,1,0.0,0.0
Mediate,Appeal for target to allow international involvement (non-mediation),0,15,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Mediate,0,1,0.0,0.0
Apologize,Express intent to release persons or property,0,33,0.0,0.0
Express intent to release persons or property,Apologize,0,61,0.0,0.0
Apologize,Express intent to de-escalate military engagement,0,33,0.0,0.0
Express intent to de-escalate military engagement,Apologize,0,31,0.0,0.0
Apologize,Accede to demands for rights,0,33,0.0,0.0
Accede to demands for rights,Apologize,0,6,0.0,0.0
Apologize,Demand economic aid,0,33,0.0,0.0
Demand economic aid,Apologize,0,10,0.0,0.0
Apologize,Impose state of emergency or martial law,0,33,0.0,0.0
Impose state of emergency or martial law,Apologize,0,12,0.0,0.0
Apologize,Receive deployment of peacekeepers,0,33,0.0,0.0
Receive deployment of peacekeepers,Apologize,0,28,0.0,0.0
Apologize,Demand de-escalation of military engagement,0,33,0.0,0.0
Demand de-escalation of military engagement,Apologize,0,12,0.0,0.0
Apologize,"Declare truce, ceasefire",0,33,0.0,0.0
"Declare truce, ceasefire",Apologize,0,23,0.0,0.0
Apologize,Reduce or stop humanitarian assistance,0,33,0.0,0.0
Reduce or stop humanitarian assistance,Apologize,0,4,0.0,0.0
Apologize,Appeal to others to settle dispute,0,33,0.0,0.0
Appeal to others to settle dispute,Apologize,0,12,0.0,0.0
Apologize,Reject request for military aid,0,33,0.0,0.0
Reject request for military aid,Apologize,0,1,0.0,0.0
Apologize,"Threaten with political dissent, protest",0,33,0.0,0.0
"Threaten with political dissent, protest",Apologize,0,5,0.0,0.0
Apologize,Acknowledge or claim responsibility,0,33,0.0,0.0
Acknowledge or claim responsibility,Apologize,0,62,0.0,0.0
Apologize,"Express intent to ease economic sanctions, boycott, or embargo",0,33,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Apologize,0,18,0.0,0.0
Apologize,Coerce,0,33,0.0,0.0
Coerce,Apologize,0,95,0.0,0.0
Apologize,fight with artillery and tanks,1,33,0.030303030303030304,0.1076923076923077
fight with artillery and tanks,Apologize,6,32,0.1875,0.1076923076923077
Apologize,Express intent to cooperate on intelligence,0,33,0.0,0.0
Express intent to cooperate on intelligence,Apologize,0,8,0.0,0.0
Apologize,Express intent to settle dispute,0,33,0.0,0.0
Express intent to settle dispute,Apologize,0,54,0.0,0.0
Apologize,Express accord,0,33,0.0,0.0
Express accord,Apologize,0,79,0.0,0.0
Apologize,Decline comment,1,33,0.030303030303030304,0.03636363636363636
Decline comment,Apologize,1,22,0.045454545454545456,0.03636363636363636
Apologize,Rally opposition against,0,33,0.0,0.0
Rally opposition against,Apologize,0,68,0.0,0.0
Apologize,Rally support on behalf of,0,33,0.0,0.0
Rally support on behalf of,Apologize,0,96,0.0,0.0
Apologize,Halt negotiations,1,33,0.030303030303030304,0.03333333333333333
Halt negotiations,Apologize,1,27,0.037037037037037035,0.03333333333333333
Apologize,Appeal for military aid,0,33,0.0,0.0
Appeal for military aid,Apologize,0,26,0.0,0.0
Apologize,Threaten with military force,1,33,0.030303030303030304,0.04838709677419355
Threaten with military force,Apologize,5,91,0.054945054945054944,0.04838709677419355
Apologize,Express intent to provide military protection or peacekeeping,0,33,0.0,0.0
Express intent to provide military protection or peacekeeping,Apologize,0,6,0.0,0.0
Apologize,Assassinate,0,33,0.0,0.0
Assassinate,Apologize,0,44,0.0,0.0
Apologize,"Threaten with sanctions, boycott, embargo",0,33,0.0,0.0
"Threaten with sanctions, boycott, embargo",Apologize,0,6,0.0,0.0
Apologize,Demand change in leadership,0,33,0.0,0.0
Demand change in leadership,Apologize,0,64,0.0,0.0
Apologize,Appeal for economic aid,3,33,0.09090909090909091,0.07142857142857142
Appeal for economic aid,Apologize,1,23,0.043478260869565216,0.07142857142857142
Apologize,Refuse to de-escalate military engagement,0,33,0.0,0.0
Refuse to de-escalate military engagement,Apologize,0,4,0.0,0.0
Apologize,Express intent to provide military aid,0,33,0.0,0.0
Express intent to provide military aid,Apologize,0,92,0.0,0.0
Apologize,Refuse to release persons or property,0,33,0.0,0.0
Refuse to release persons or property,Apologize,0,19,0.0,0.0
Apologize,Increase police alert status,1,33,0.030303030303030304,0.034482758620689655
Increase police alert status,Apologize,1,25,0.04,0.034482758620689655
Apologize,"Return, release property",0,33,0.0,0.0
"Return, release property",Apologize,0,10,0.0,0.0
Apologize,Ease military blockade,0,33,0.0,0.0
Ease military blockade,Apologize,0,3,0.0,0.0
Apologize,Appeal for material cooperation,0,33,0.0,0.0
Appeal for material cooperation,Apologize,0,10,0.0,0.0
Apologize,Appeal for economic cooperation,0,33,0.0,0.0
Appeal for economic cooperation,Apologize,0,15,0.0,0.0
Apologize,Give ultimatum,0,33,0.0,0.0
Give ultimatum,Apologize,0,52,0.0,0.0
Apologize,Demand settling of dispute,0,33,0.0,0.0
Demand settling of dispute,Apologize,0,5,0.0,0.0
Apologize,"Accuse of crime, corruption",0,33,0.0,0.0
"Accuse of crime, corruption",Apologize,0,64,0.0,0.0
Apologize,Defend verbally,0,33,0.0,0.0
Defend verbally,Apologize,0,25,0.0,0.0
Apologize,Accuse of human rights abuses,0,33,0.0,0.0
Accuse of human rights abuses,Apologize,0,39,0.0,0.0
Apologize,Provide military protection or peacekeeping,0,33,0.0,0.0
Provide military protection or peacekeeping,Apologize,0,23,0.0,0.0
Apologize,"Accuse of espionage, treason",0,33,0.0,0.0
"Accuse of espionage, treason",Apologize,0,14,0.0,0.0
Apologize,Seize or damage property,0,33,0.0,0.0
Seize or damage property,Apologize,0,8,0.0,0.0
Apologize,Accede to requests or demands for political reform,0,33,0.0,0.0
Accede to requests or demands for political reform,Apologize,0,2,0.0,0.0
Apologize,"Appeal for easing of economic sanctions, boycott, or embargo",1,33,0.030303030303030304,0.058823529411764705
"Appeal for easing of economic sanctions, boycott, or embargo",Apologize,1,1,1.0,0.058823529411764705
Apologize,Appeal to yield,0,33,0.0,0.0
Appeal to yield,Apologize,0,7,0.0,0.0
Apologize,Demand military aid,0,33,0.0,0.0
Demand military aid,Apologize,0,2,0.0,0.0
Apologize,Threaten to reduce or stop aid,0,33,0.0,0.0
Threaten to reduce or stop aid,Apologize,0,4,0.0,0.0
Apologize,Refuse to ease administrative sanctions,0,33,0.0,0.0
Refuse to ease administrative sanctions,Apologize,0,8,0.0,0.0
Apologize,Demand release of persons or property,0,33,0.0,0.0
Demand release of persons or property,Apologize,0,5,0.0,0.0
Apologize,Accede to demands for change in leadership,0,33,0.0,0.0
Accede to demands for change in leadership,Apologize,0,29,0.0,0.0
Apologize,"Demand change in institutions, regime",0,33,0.0,0.0
"Demand change in institutions, regime",Apologize,0,8,0.0,0.0
Apologize,Appeal for easing of administrative sanctions,0,33,0.0,0.0
Appeal for easing of administrative sanctions,Apologize,0,13,0.0,0.0
Apologize,Appeal for release of persons or property,0,33,0.0,0.0
Appeal for release of persons or property,Apologize,0,30,0.0,0.0
Apologize,Demonstrate for policy change,0,33,0.0,0.0
Demonstrate for policy change,Apologize,0,4,0.0,0.0
Apologize,Appeal for aid,0,33,0.0,0.0
Appeal for aid,Apologize,0,22,0.0,0.0
Apologize,Appeal for rights,0,33,0.0,0.0
Appeal for rights,Apologize,0,9,0.0,0.0
Apologize,Appeal to engage in or accept mediation,0,33,0.0,0.0
Appeal to engage in or accept mediation,Apologize,0,33,0.0,0.0
Apologize,Engage in judicial cooperation,0,33,0.0,0.0
Engage in judicial cooperation,Apologize,0,10,0.0,0.0
Apologize,Engage in violent protest for rights,0,33,0.0,0.0
Engage in violent protest for rights,Apologize,0,1,0.0,0.0
Apologize,Express intent to mediate,0,33,0.0,0.0
Express intent to mediate,Apologize,0,14,0.0,0.0
Apologize,Expel or withdraw peacekeepers,0,33,0.0,0.0
Expel or withdraw peacekeepers,Apologize,0,4,0.0,0.0
Apologize,Appeal for military protection or peacekeeping,0,33,0.0,0.0
Appeal for military protection or peacekeeping,Apologize,0,1,0.0,0.0
Apologize,Accuse of war crimes,0,33,0.0,0.0
Accuse of war crimes,Apologize,0,7,0.0,0.0
Apologize,Reject military cooperation,1,33,0.030303030303030304,0.05555555555555555
Reject military cooperation,Apologize,1,3,0.3333333333333333,0.05555555555555555
Apologize,Threaten to halt negotiations,1,33,0.030303030303030304,0.058823529411764705
Threaten to halt negotiations,Apologize,1,1,1.0,0.058823529411764705
Apologize,Ban political parties or politicians,0,33,0.0,0.0
Ban political parties or politicians,Apologize,0,7,0.0,0.0
Apologize,Express intent to change leadership,0,33,0.0,0.0
Express intent to change leadership,Apologize,0,6,0.0,0.0
Apologize,Demand material cooperation,0,33,0.0,0.0
Demand material cooperation,Apologize,0,9,0.0,0.0
Apologize,Express intent to institute political reform,0,33,0.0,0.0
Express intent to institute political reform,Apologize,0,1,0.0,0.0
Apologize,Demand easing of administrative sanctions,0,33,0.0,0.0
Demand easing of administrative sanctions,Apologize,0,4,0.0,0.0
Apologize,Express intent to engage in material cooperation,0,33,0.0,0.0
Express intent to engage in material cooperation,Apologize,0,10,0.0,0.0
Apologize,Reduce or stop economic assistance,0,33,0.0,0.0
Reduce or stop economic assistance,Apologize,0,8,0.0,0.0
Apologize,Demand intelligence cooperation,0,33,0.0,0.0
Demand intelligence cooperation,Apologize,0,15,0.0,0.0
Apologize,Ease curfew,0,33,0.0,0.0
Ease curfew,Apologize,0,5,0.0,0.0
Apologize,Receive inspectors,0,33,0.0,0.0
Receive inspectors,Apologize,0,2,0.0,0.0
Apologize,Engage in mass killings,0,33,0.0,0.0
Engage in mass killings,Apologize,0,12,0.0,0.0
Apologize,Demand rights,0,33,0.0,0.0
Demand rights,Apologize,0,2,0.0,0.0
Apologize,Demand political reform,0,33,0.0,0.0
Demand political reform,Apologize,0,2,0.0,0.0
Apologize,Demand judicial cooperation,0,33,0.0,0.0
Demand judicial cooperation,Apologize,0,4,0.0,0.0
Apologize,Violate ceasefire,0,33,0.0,0.0
Violate ceasefire,Apologize,0,4,0.0,0.0
Apologize,Express intent to accept mediation,0,33,0.0,0.0
Express intent to accept mediation,Apologize,0,8,0.0,0.0
Apologize,Express intent to ease administrative sanctions,1,33,0.030303030303030304,0.05
Express intent to ease administrative sanctions,Apologize,1,7,0.14285714285714285,0.05
Apologize,"Refuse to ease economic sanctions, boycott, or embargo",0,33,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Apologize,0,4,0.0,0.0
Apologize,Demand that target yields,0,33,0.0,0.0
Demand that target yields,Apologize,0,8,0.0,0.0
Apologize,Demand mediation,0,33,0.0,0.0
Demand mediation,Apologize,0,3,0.0,0.0
Apologize,Appeal for humanitarian aid,0,33,0.0,0.0
Appeal for humanitarian aid,Apologize,0,7,0.0,0.0
Apologize,Obstruct passage to demand leadership change,0,33,0.0,0.0
Obstruct passage to demand leadership change,Apologize,0,2,0.0,0.0
Apologize,Express intent to yield,1,33,0.030303030303030304,0.04878048780487805
Express intent to yield,Apologize,1,8,0.125,0.04878048780487805
Apologize,Threaten to halt mediation,0,33,0.0,0.0
Threaten to halt mediation,Apologize,0,1,0.0,0.0
Apologize,Reject judicial cooperation,0,33,0.0,0.0
Reject judicial cooperation,Apologize,0,1,0.0,0.0
Apologize,Reduce or stop military assistance,0,33,0.0,0.0
Reduce or stop military assistance,Apologize,0,8,0.0,0.0
Apologize,Threaten to reduce or break relations,0,33,0.0,0.0
Threaten to reduce or break relations,Apologize,0,4,0.0,0.0
Apologize,Demobilize armed forces,0,33,0.0,0.0
Demobilize armed forces,Apologize,0,3,0.0,0.0
Apologize,Use as human shield,0,33,0.0,0.0
Use as human shield,Apologize,0,1,0.0,0.0
Apologize,Demand policy change,0,33,0.0,0.0
Demand policy change,Apologize,0,2,0.0,0.0
Apologize,"Accede to demands for change in institutions, regime",0,33,0.0,0.0
"Accede to demands for change in institutions, regime",Apologize,0,3,0.0,0.0
Apologize,Reject economic cooperation,0,33,0.0,0.0
Reject economic cooperation,Apologize,0,2,0.0,0.0
Apologize,Reject material cooperation,0,33,0.0,0.0
Reject material cooperation,Apologize,0,3,0.0,0.0
Apologize,Halt mediation,0,33,0.0,0.0
Halt mediation,Apologize,0,1,0.0,0.0
Apologize,Threaten with repression,0,33,0.0,0.0
Threaten with repression,Apologize,0,5,0.0,0.0
Apologize,Accede to demands for change in policy,0,33,0.0,0.0
Accede to demands for change in policy,Apologize,0,2,0.0,0.0
Apologize,Investigate war crimes,0,33,0.0,0.0
Investigate war crimes,Apologize,0,1,0.0,0.0
Apologize,Conduct hunger strike,0,33,0.0,0.0
Conduct hunger strike,Apologize,0,3,0.0,0.0
Apologize,Destroy property,0,33,0.0,0.0
Destroy property,Apologize,0,3,0.0,0.0
Apologize,Express intent to change policy,0,33,0.0,0.0
Express intent to change policy,Apologize,0,2,0.0,0.0
Apologize,"Use chemical, biological, or radiological weapons",0,33,0.0,0.0
"Use chemical, biological, or radiological weapons",Apologize,0,1,0.0,0.0
Apologize,Reject request for military protection or peacekeeping,0,33,0.0,0.0
Reject request for military protection or peacekeeping,Apologize,0,1,0.0,0.0
Apologize,Demand material aid,0,33,0.0,0.0
Demand material aid,Apologize,0,1,0.0,0.0
Apologize,Reduce or stop material aid,0,33,0.0,0.0
Reduce or stop material aid,Apologize,0,3,0.0,0.0
Apologize,Engage in mass expulsion,0,33,0.0,0.0
Engage in mass expulsion,Apologize,0,1,0.0,0.0
Apologize,Appeal for policy change,0,33,0.0,0.0
Appeal for policy change,Apologize,0,12,0.0,0.0
Apologize,Investigate human rights abuses,0,33,0.0,0.0
Investigate human rights abuses,Apologize,0,3,0.0,0.0
Apologize,Carry out car bombing,0,33,0.0,0.0
Carry out car bombing,Apologize,0,1,0.0,0.0
Apologize,Expel or withdraw,0,33,0.0,0.0
Expel or withdraw,Apologize,0,1,0.0,0.0
