head	relation	tail	time
Antonis Samaras	Consult	Evangelos Venizelos	2014-11-27
Court Judge (Nigeria)	Demand	Citizen (Nigeria)	2014-03-11
African Union	Consult	Ethiopia	2014-11-03
African Union	Consult	Detainee (South Sudan)	2014-01-22
Head of Government (Egypt)	Make a visit	China	2014-12-23
Member of the Judiciary (South Africa)	Ease administrative sanctions	Men (South Africa)	2014-05-22
Medical Association (Nigeria)	Make statement	Education (Nigeria)	2014-09-11
Military (China)	Consult	Xi Jinping	2014-08-01
Militant (Boko Haram)	Abduct, hijack, or take hostage	Cleric (Nigeria)	2014-07-30
Governor (Angola)	Consult	Ministry (Angola)	2014-05-01
Japan	Praise or endorse	Philippines	2014-06-23
Japan	Praise or endorse	Oman	2014-01-09
Japan	Praise or endorse	Vietnam	2014-06-01
Japan	Praise or endorse	North Korea	2014-03-04
Criminal (Bangladesh)	Physically assault	Citizen (Bangladesh)	2014-09-22
Bala Abdulkadir Mohammed	Make statement	Public Courts (Nigeria)	2014-06-20
Citizen (Thailand)	Engage in symbolic act	Thailand	2014-06-05
Angola	Engage in diplomatic cooperation	China	2014-04-02
Karl Erjavec	Make statement	Slovenia	2014-01-06
Mohammad Javad Zarif	Express intent to cooperate	Salman Khurshid	2014-03-04
Mohammad Javad Zarif	Express intent to cooperate	Catherine Ashton	2014-02-20
Chibuike Rotimi Amaechi	Accuse	Government (Nigeria)	2014-08-18
Fang Fenghui	Consult	Joseph Robinette Biden	2014-05-16
Kayode Fayemi	Make statement	Yemi Osinbajo	2014-12-19
Anders Borg	Make statement	Government (Sweden)	2014-08-20
Kazakhstan	Arrest, detain, or charge with legal action	Citizen (Kyrgyzstan)	2014-01-27
Middle East	Make an appeal or request	Head of Government (China)	2014-09-19
Chuck Hagel	Make an appeal or request	China	2014-04-07
Jakaya Mrisho Kikwete	Host a visit	Chief Court Judge (United States)	2014-11-18
France	Demand	Activist (United States)	2014-12-27
France	Demand	Angela Merkel	2014-12-06
Head of Government (South Korea)	Make statement	Japan	2014-06-24
Labaran Maku	Make statement	Government (Nigeria)	2014-09-25
Men (India)	Sexually assault	Nurse (India)	2014-08-18
South Sudan	Host a visit	John Kerry	2014-05-02
South Sudan	Host a visit	Umar al Bashir	2014-01-21
South Sudan	Host a visit	Adama Dieng	2014-04-30
Philippines	Sign formal agreement	Malaysia	2014-11-02
Philippines	Sign formal agreement	Moro Islamic Liberation Front	2014-03-27
Philippines	Sign formal agreement	Moro Islamic Liberation Front	2014-06-27
Iran	Consider policy option	Iraq	2014-12-30
Veterans (Croatia)	Demand change in leadership	Ministry (Croatia)	2014-11-20
Veterans (Croatia)	Demand change in leadership	Ministry (Croatia)	2014-10-28
Radoslaw Sikorski	Make statement	Military (Russia)	2014-08-13
Emperor Akihito	Make a visit	Benjamin Netanyahu	2014-05-13
Armed Band (Central African Republic)	Use unconventional violence	Military (France)	2014-08-22
Police (New Zealand)	Arrest, detain, or charge with legal action	Men (New Zealand)	2014-03-12
Cabinet / Council of Ministers / Advisors (United States)	Criticize or denounce	Government (Venezuela)	2014-05-23
Government (Palestinian Territory, Occupied)	Make statement	John Kerry	2014-01-06
Senate (Argentina)	Reject	Ruling Party (Argentina)	2014-10-17
Akhilesh Yadav	Accuse	Government (Nepal)	2014-08-26
Narongchai Akrasanee	Make statement	Thailand	2014-11-22
Joseph Robinette Biden	Discuss by telephone	Antonis Samaras	2014-04-04
Joseph Robinette Biden	Discuss by telephone	Nuri al-Maliki	2014-06-12
Joseph Robinette Biden	Discuss by telephone	Arseniy Yatsenyuk	2014-09-17
Joseph Robinette Biden	Discuss by telephone	Haider Al-Abadi	2014-08-26
Party Member (Thailand)	Complain officially	Citizen (Thailand)	2014-09-05
Party Member (Thailand)	Complain officially	Abhisit Vejjajiva	2014-09-05
Jakaya Mrisho Kikwete	Make an appeal or request	Citizen (Tanzania)	2014-10-13
Jakaya Mrisho Kikwete	Make an appeal or request	Head of Government (China)	2014-05-09
Uhuru Muigai Kenyatta	Express intent to cooperate	Government (Kenya)	2014-07-13
Murtala Nyako	Make statement	Boko Haram	2014-07-15
Murtala Nyako	Make statement	Bala Ngilari	2014-07-17
Rights Activist (China)	Make statement	China	2014-12-10
Joachim Gauck	Express intent to meet or negotiate	Citizen (Czech Republic)	2014-05-05
Marziyeh Afkham	Make optimistic comment	Iraq	2014-08-19
Marziyeh Afkham	Make optimistic comment	Head of Government (Ukraine)	2014-05-27
Ryoo Kihl-jae	Express intent to meet or negotiate	South Korea	2014-12-29
Joseph Katema	Make statement	Media (Zambia)	2014-09-18
Mehr News Agency	Make statement	Majid Takht Ravanchi	2014-07-03
Mehr News Agency	Make statement	Iran	2014-02-06
Marziyeh Afkham	Make pessimistic comment	Iran	2014-06-11
Marziyeh Afkham	Make pessimistic comment	Iraq	2014-06-11
Marziyeh Afkham	Make pessimistic comment	Iran	2014-01-25
Kathleen Wynne	Make statement	Canada	2014-02-22
Pope Francis	Praise or endorse	Raúl Castro	2014-12-21
Foreign Affairs (Luxembourg)	Express intent to meet or negotiate	Iran	2014-06-01
Lawmaker (Lebanon)	Engage in diplomatic cooperation	Hezbollah	2014-05-25
Lawmaker (Lebanon)	Engage in diplomatic cooperation	Hezbollah	2014-05-20
Oommen Chandy	Make statement	Head of Government (India)	2014-09-29
Lawmaker (Argentina)	Make statement	Cristina Fernández de Kirchner	2014-06-29
Tanzania	Make an appeal or request	Citizen (Tanzania)	2014-02-27
Arseniy Yatsenyuk	Make an appeal or request	International Monetary Fund	2014-11-12
Arseniy Yatsenyuk	Make an appeal or request	International Monetary Fund	2014-11-13
Lawmaker (South Korea)	Criticize or denounce	Ministry (South Korea)	2014-10-13
Sergey Kuzhugetovich Shoygu	Express intent to meet or negotiate	Kazakhstan	2014-01-30
Boko Haram	Occupy territory	Citizen (Nigeria)	2014-11-16
Boko Haram	Occupy territory	Citizen (Nigeria)	2014-06-24
Lawyer/Attorney (Zambia)	Arrest, detain, or charge with legal action	Citizen (Zambia)	2014-05-29
Lawyer/Attorney (Zambia)	Arrest, detain, or charge with legal action	Citizen (Zambia)	2014-02-05
Member of the Judiciary (United Arab Emirates)	Ease administrative sanctions	Criminal (United Arab Emirates)	2014-06-23
Head of Government (Greece)	Make an appeal or request	Legislature (Greece)	2014-12-28
Head of Government (Egypt)	Express intent to meet or negotiate	Royal Administration (Spain)	2014-09-22
Head of Government (Egypt)	Express intent to meet or negotiate	Sudan	2014-06-28
Citizen (South Korea)	Make an appeal or request	Police (South Korea)	2014-06-25
Citizen (South Korea)	Make an appeal or request	South Korea	2014-09-04
Tajikistan	Engage in negotiation	Afghanistan	2014-12-25
Armed Rebel (Syria)	Accuse	Government (Syria)	2014-02-10
Ashraf Ghani Ahmadzai	Engage in negotiation	Abdullah Abdullah	2014-07-15
Vesna Pusić	Make statement	Head of Government (Turkmenistan)	2014-10-27
Toomas Hendrik Ilves	Consult	Representatives (Estonia)	2014-12-04
Kim Jong-Un	Make a visit	China	2014-02-12
Kim Jong-Un	Make a visit	South Korea	2014-06-29
Foreign Affairs (Italy)	Consult	Arseniy Yatsenyuk	2014-07-07
Foreign Affairs (Italy)	Consult	Massoud Barzani	2014-03-31
Canada	Make an appeal or request	John Baird	2014-07-23
Oommen Chandy	Make an appeal or request	Citizen (India)	2014-04-21
Government (Syria)	Praise or endorse	Armed Band (Syria)	2014-12-09
Election Commission (India)	Investigate	Citizen (India)	2014-04-12
Philip Hammond	Make empathetic comment	Michael Sata	2014-10-29
Philip Hammond	Make empathetic comment	Citizen (United Kingdom)	2014-12-06
Police (Kenya)	Use tactics of violent repression	Citizen (Kenya)	2014-07-08
Police (Kenya)	Use tactics of violent repression	Men (Kenya)	2014-11-18
Antonis Samaras	Criticize or denounce	Alexis Tsipras	2014-09-05
Kayode Aderanti	Make an appeal or request	Citizen (Nigeria)	2014-10-17
UN Security Council	Engage in diplomatic cooperation	Barack Obama	2014-10-07
Foreign Affairs (Libya)	Consult	Foreign Affairs (United States)	2014-08-05
Court Judge (India)	Return, release person(s)	Citizen (India)	2014-07-13
Court Judge (India)	Return, release person(s)	Citizen (India)	2014-02-18
Court Judge (India)	Return, release person(s)	Citizen (India)	2014-04-29
Court Judge (India)	Return, release person(s)	Citizen (India)	2014-08-14
Dmitry Olegovich Rogozin	Make statement	Interfax	2014-03-19
Dmitry Olegovich Rogozin	Make statement	Interfax	2014-08-19
Congress (Argentina)	Consult	Daniel Scioli	2014-09-25
Intelligence (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-07-13
Intelligence (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-06-03
Intelligence (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-04-11
Government (Venezuela)	Arrest, detain, or charge with legal action	Opposition Supporter (Venezuela)	2014-09-21
China	Yield	South Africa	2014-12-11
Edgars Rinkevics	Praise or endorse	North Atlantic Treaty Organization	2014-10-01
Government (United States)	Praise or endorse	Japan	2014-07-31
Military (Thailand)	Impose restrictions on political freedoms	Media (Thailand)	2014-05-20
Barack Obama	Threaten	Iraq	2014-08-18
Barack Obama	Threaten	China	2014-04-29
Bahrain	Consult	Shura Council	2014-01-16
Bahrain	Consult	Yu Zhengsheng	2014-11-07
Abdullah Abdullah	Express intent to cooperate	Ashraf Ghani Ahmadzai	2014-07-14
Abdullah Abdullah	Express intent to cooperate	Ashraf Ghani Ahmadzai	2014-07-21
Abdullah Abdullah	Express intent to cooperate	Ashraf Ghani Ahmadzai	2014-07-27
Abdullah Abdullah	Express intent to cooperate	Ashraf Ghani Ahmadzai	2014-08-09
Defense / Security Ministry (Russia)	Make statement	France	2014-09-03
Anandiben Patel	Make an appeal or request	Military Personnel (India)	2014-10-02
Tony Blair	Consult	Benjamin Netanyahu	2014-07-26
Government (Germany)	Criticize or denounce	European Central Bank	2014-11-12
Business (Canada)	Make statement	Canada	2014-12-02
Business (Canada)	Make statement	Canada	2014-03-01
Business (Canada)	Make statement	Businessperson (Canada)	2014-09-29
Børge Brende	Consult	Mohammad Javad Zarif	2014-09-20
William Ruto	Make an appeal or request	Citizen (Kenya)	2014-02-11
Citizen (Hungary)	Demonstrate or rally	Viktor Orban	2014-11-11
Citizen (Nigeria)	Appeal to engage in or accept mediation	Government (Nigeria)	2014-11-28
Citizen (Nigeria)	Appeal to engage in or accept mediation	Government (Nigeria)	2014-08-12
Jonah David Jang	Accuse	Company - Owner or Operator (Nigeria)	2014-05-29
Vitali Klitschko	Make statement	Andriy Klyuyev	2014-01-21
Sudan	Engage in diplomatic cooperation	Iran	2014-09-02
Media (China)	Make statement	Government (United States)	2014-05-27
Government (Pakistan)	Consult	Pakistan Tehreek-e-Insaf	2014-05-15
Ministry (Nigeria)	Consult	Media (Nigeria)	2014-05-21
Ministry (Nigeria)	Consult	Rauf Aregbesola	2014-02-27
Employee (India)	Threaten	Citizen (India)	2014-05-14
Edwin Lacierda	Make statement	Philippines	2014-01-15
Saud bin Faisal bin Abdul-Aziz	Consult	Mevlut Cavusoglu	2014-11-06
Saud bin Faisal bin Abdul-Aziz	Consult	John Kerry	2014-11-24
Saud bin Faisal bin Abdul-Aziz	Consult	Joseph Robinette Biden	2014-10-07
John Kerry	Sign formal agreement	Catherine Ashton	2014-10-15
John Kerry	Sign formal agreement	Ashraf Ghani Ahmadzai	2014-08-11
North Atlantic Treaty Organization	Meet at a 'third' location	Head of Government (Ukraine)	2014-09-04
North Atlantic Treaty Organization	Meet at a 'third' location	Barack Obama	2014-09-03
Poland	Engage in diplomatic cooperation	Romania	2014-10-06
Other Authorities / Officials (Philippines)	Investigate	Philippines	2014-10-01
Mohammad Javad Zarif	Make optimistic comment	Iran	2014-08-07
Mohammad Javad Zarif	Make optimistic comment	Iran	2014-10-14
Mohammad Javad Zarif	Make optimistic comment	Iran	2014-01-28
Sudan	Express intent to engage in diplomatic cooperation (such as policy support)	South Sudan	2014-11-02
Armed Rebel (Yemen)	Express intent to cooperate	Combatant (Yemen)	2014-10-18
Armed Rebel (Yemen)	Express intent to cooperate	Armed Gang (Hashid Tribe)	2014-01-08
Member of Parliament (Iraq)	Consult	Nuri al-Maliki	2014-10-14
Head of Government (Senegal)	Make an appeal or request	Military (Senegal)	2014-03-28
Citizen (Bangladesh)	Accuse	Sheikh Hasina Wajed	2014-08-23
Senate (Argentina)	Make statement	Government (Argentina)	2014-04-17
Mevlut Cavusoglu	Express intent to meet or negotiate	Iran	2014-12-16
Police (Indonesia)	Use conventional military force	Citizen (Indonesia)	2014-08-27
Jean-Yves Le Drian	Express intent to meet or negotiate	Military (France)	2014-01-02
Citizen (Botswana)	Make an appeal or request	Employee (Botswana)	2014-11-18
William Ruto	Express intent to cooperate	Government (Kenya)	2014-07-13
Royal Administration (Saudi Arabia)	Make a visit	France	2014-09-02
Sergey Kuzhugetovich Shoygu	Consult	City Mayor (Ukraine)	2014-03-24
Sergey Kuzhugetovich Shoygu	Consult	Chuck Hagel	2014-03-20
Catherine Ashton	Make an appeal or request	Other Authorities / Officials (Libya)	2014-05-13
Catherine Ashton	Make an appeal or request	Citizen (Thailand)	2014-02-04
Head of Government (Palestinian Territory, Occupied)	Make an appeal or request	UN Security Council	2014-10-01
Abdelilah Benkirane	Consult	Defense / Security Ministry (Spain)	2014-11-27
Leopoldo López	Make an appeal or request	Citizen (Venezuela)	2014-02-20
Government (Nigeria)	Provide aid	Citizen (Nigeria)	2014-06-26
Government (Nigeria)	Provide aid	Citizen (Nigeria)	2014-09-01
Foreign Affairs (South Africa)	Engage in negotiation	Iran	2014-06-16
Foreign Affairs (United States)	Engage in negotiation	Iraq	2014-08-11
Foreign Affairs (United States)	Engage in negotiation	Defense / Security Ministry (Armenia)	2014-08-05
Japan	Make pessimistic comment	China	2014-08-11
Hun Sen	Consult	Cambodia	2014-09-02
Aladdin Boroujerdi	Impose embargo, boycott, or sanctions	Iran	2014-11-16
Media Personnel (Australia)	Make statement	Tenants (Australia)	2014-04-14
Media Personnel (Australia)	Make statement	Police (Australia)	2014-09-08
Media Personnel (Australia)	Make statement	Barnaby Joyce	2014-02-06
Afghanistan	Engage in diplomatic cooperation	China	2014-10-22
Afghanistan	Engage in diplomatic cooperation	Tajikistan	2014-03-13
France	Reject plan, agreement to settle dispute	China	2014-05-31
Mohammad Javad Zarif	Engage in symbolic act	Catherine Ashton	2014-04-11
Cambodia	Consult	Thailand	2014-08-31
Liyel Imoke	Make statement	Government (Nigeria)	2014-06-23
Liyel Imoke	Make statement	Government (Nigeria)	2014-09-09
Stephen Davis	Accuse	Azubuike Ihejirika	2014-09-10
Government (Pakistan)	Engage in negotiation	Imran Khan	2014-08-20
Government (Pakistan)	Engage in negotiation	Indigenous People (Pakistan)	2014-05-23
John Kerry	Criticize or denounce	France	2014-02-11
Kayode Fayemi	Make an appeal or request	Citizen (Nigeria)	2014-08-13
Government (Nigeria)	Make statement	Preacher (Qatar)	2014-03-03
Government (Nigeria)	Make statement	Military Personnel - Special (Nigeria)	2014-06-20
Government (Nigeria)	Make statement	Congress (Nigeria)	2014-05-26
Kim Jong-Un	Accuse	South Korea	2014-04-02
Milos Zeman	Make a visit	Romania	2014-05-20
Milos Zeman	Make a visit	Poland	2014-03-17
Muslim (Nigeria)	Use conventional military force	Citizen (Nigeria)	2014-02-03
Muslim (Nigeria)	Use conventional military force	Citizen (Nigeria)	2014-12-19
Muslim (Nigeria)	Use conventional military force	Citizen (Nigeria)	2014-06-30
Angela Merkel	Discuss by telephone	Massoud Barzani	2014-08-16
Angela Merkel	Discuss by telephone	Head of Government (Ukraine)	2014-12-27
African Union	Make statement	Morocco	2014-03-28
North Atlantic Treaty Organization	Cooperate militarily	Military (Jordan)	2014-12-10
South Africa	Accuse	Other Authorities / Officials (Nigeria)	2014-10-24
Nuri al-Maliki	Mobilize or increase armed forces	Iraq	2014-08-11
Nonaligned Movement	Meet at a 'third' location	Mohammad Javad Zarif	2014-05-30
China	Deny responsibility	Vietnam	2014-12-17
Other Authorities / Officials (China)	Demonstrate military or police power	China	2014-06-04
Bertie Ahern	Engage in negotiation	Iran	2014-02-07
Ibrahim Shehu Shema	Make an appeal or request	News Editor (Nigeria)	2014-09-01
Ibrahim Shehu Shema	Make an appeal or request	Citizen (Nigeria)	2014-02-26
South Korea	Consider policy option	Poland	2014-12-14
Associated Press	Discuss by telephone	Ombudsman (Venezuela)	2014-03-11
Associated Press	Discuss by telephone	Jorge Enrique Rodríguez	2014-10-20
Manuel Augusto	Make statement	Angola	2014-04-07
Vietnam	Accuse	China	2014-05-05
Foreign Affairs (Ukraine)	Make a visit	Foreign Affairs (Russia)	2014-06-18
Royal Administration (Nigeria)	Praise or endorse	Ministry (Nigeria)	2014-10-10
Justice Department/Ministery (Pakistan)	Make statement	Government (Pakistan)	2014-11-10
Government (Syria)	Accuse	National Coalition for Syrian Revolutionary and Opposition Forces	2014-01-26
Government (Syria)	Accuse	Armed Rebel (Syria)	2014-05-27
Other Authorities / Officials (Nigeria)	Accuse	Citizen (Nigeria)	2014-04-30
Akhilesh Yadav	Consult	Labor Union (India)	2014-12-20
Haider Al-Abadi	Engage in negotiation	John Kerry	2014-09-10
Haider Al-Abadi	Engage in negotiation	John Kerry	2014-09-13
Catherine Ashton	Sign formal agreement	Mohammad Javad Zarif	2014-10-15
