,head,relation,tail,time
27697,Sudan,Praise or endorse,South Sudan,2012-09-18
27698,Michael Sata,Praise or endorse,Citizen (Zambia),2012-07-28
27699,UN Security Council,Make statement,Iran,2013-09-26
27700,Japan,Make statement,South Korea,2009-04-02
27701,South Korea,Express intent to meet or negotiate,China,2014-07-10
27702,The Hague,Host a visit,William Ruto,2013-11-20
27703,Iraq,Host a visit,Stephen Hadley,2006-11-01
27704,Police (Australia),Investigate,Women (Australia),2008-01-31
27705,Iraq,Consult,Iran,2007-08-06
27706,Ministry (Brazil),Sign formal agreement,Cláudio Lembo,2006-08-18
27707,Laos,Engage in diplomatic cooperation,Vietnam,2007-09-04
27708,Police (Australia),Investigate,Women (Australia),2008-12-31
27709,Military (Niger),Use conventional military force,Militant (Boko Haram),2015-06-26
27710,Population (Georgia),Express intent to meet or negotiate,Republic of South Ossetia,2009-03-12
27711,City Mayor (China),Make optimistic comment,China,2013-06-07
27712,Julia Gillard,Yield,Citizen (Australia),2010-08-26
27713,Japan,Reduce relations,South Korea,2015-01-15
27714,Head of Government (South Korea),Demand,South Korea,2013-05-09
27715,Citizen (Zambia),Express intent to cooperate,Guy Scott,2014-12-20
27716,Sudan,Host a visit,Daniel Arap Moi,2007-08-13
27717,Criminal (Australia),Threaten with military force,Citizen (Australia),2015-06-23
27718,China,Express intent to meet or negotiate,Japan,2013-09-22
27719,Barack Obama,Engage in negotiation,Mahmoud Abbas,2009-09-23
27720,Member of Parliament (Australia),Impose restrictions on political freedoms,Citizen (Australia),2014-10-01
27721,Citizen (Thailand),Use unconventional violence,Thailand,2014-07-14
27722,China,Consult,Wen Jiabao,2006-12-16
27723,Association of Southeast Asian Nations,Express intent to meet or negotiate,Japan,2005-10-26
27724,Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2012-07-30
27725,Iran,Reject,United Arab Emirates,2011-12-19
27726,France,Praise or endorse,China,2007-11-29
27727,Police (Egypt),fight with small arms and light weapons,Protester (Egypt),2011-11-28
27728,Head of Government (Brazil),Make an appeal or request,Ministry (Brazil),2010-12-13
27729,Media Personnel (Australia),Make statement,Police (Australia),2009-03-03
27730,China,Host a visit,Japan,2005-04-17
27731,Djibouti,Host a visit,Ismaïl Omar Guelleh,2012-01-22
27732,Barack Obama,Appeal for release of persons or property,Iran,2009-04-19
27733,China,Express intent to provide military protection or peacekeeping,South Sudan,2015-04-07
27734,China,Express intent to meet or negotiate,Association of Southeast Asian Nations,2007-04-19
27735,Mexico,Yield,Organized Crime (Mexico),2011-08-22
27736,Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2011-10-28
27737,Military Personnel (Philippines),Make statement,Military (Philippines),2013-10-09
27738,China,Praise or endorse,Sudan,2006-09-19
27739,Nonaligned Movement,Praise or endorse,Iran,2013-06-05
27740,China,Accuse,Japan,2010-11-01
27741,Treasury/Finance Ministry (Japan),Make statement,Japan,2005-03-10
27742,Citizen (Nigeria),Criticize or denounce,Ministry (Nigeria),2015-12-31
27743,China,Praise or endorse,International Monetary Fund,2012-06-11
27744,Kuwait,Provide economic aid,Iraq,2010-01-16
27745,Israeli Defense Forces,Use conventional military force,"Children (Palestinian Territory, Occupied)",2015-10-13
27746,Ethiopia,Host a visit,Wang Yi,2014-01-13
27747,Japan,Consult,South Korea,2014-06-30
27748,China,Make an appeal or request,Iran,2006-08-16
27749,Senate (Romania),Consult,Legislature (Romania),2015-11-16
27750,Police (Ukraine),Make an appeal or request,Arsen Avakov,2014-03-19
27751,Prachanda,Make statement,Communist Party (Nepal),2006-04-03
27752,Cabinet / Council of Ministers / Advisors (United States),Consult,Benjamin Netanyahu,2013-12-19
27753,Thailand,Bring lawsuit against,Citizen (Thailand),2015-09-29
27754,Dominican Republic,Host a visit,Ma Ying Jeou,2008-08-13
27755,Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2006-11-06
27756,Ministry (Nigeria),Make statement,Government (Nigeria),2015-12-17
27757,Abdel Fattah Al-Sisi,Make a visit,Viktor Orban,2015-06-05
27758,Cambodia,Occupy territory,Vietnam,2010-09-16
27759,Media Personnel (Australia),Make statement,Police (Australia),2006-02-01
27760,Police (Malaysia),"Arrest, detain, or charge with legal action",Men (Malaysia),2013-09-11
27761,Eshaq Jahangiri,Make statement,Iraq,2015-02-16
27762,Bolivia,Make a visit,Colombia,2007-12-31
27763,Iran,Consult,Catherine Ashton,2010-12-06
27764,Malaysia,Sign formal agreement,China,2014-09-15
27765,Thailand,Ease administrative sanctions,Citizen (Thailand),2008-07-20
27766,Police (Australia),Accuse,Citizen (Australia),2012-06-20
27767,Military (Philippines),Use conventional military force,Abu Sayyaf,2015-06-11
27768,Iraq,Host a visit,Mahmoud Ahmadinejad,2008-02-18
27769,Armed Rebel (Mali),Use unconventional violence,Military (Mali),2006-05-27
27770,Iraq,Host a visit,South Korea,2006-12-04
27771,Iran,Threaten,UN Security Council,2006-03-06
27772,Isaias Afewerki,Express intent to meet or negotiate,Qatar,2014-03-02
27773,Sudan,Make an appeal or request,African Union,2012-06-08
27774,South Korea,Retreat or surrender militarily,Iraq,2009-01-10
27775,Sudan,Receive deployment of peacekeepers,UN Security Council,2006-12-09
27776,South Korea,Use conventional military force,Thailand,2006-08-22
27777,China,Host a visit,Treasury/Finance Ministry (Japan),2012-02-16
27778,Resistance Movement (Uganda),Use unconventional violence,Citizen (Uganda),2011-07-25
27779,Police (South Africa),fight with small arms and light weapons,Men (South Africa),2007-01-08
27780,Police (Philippines),fight with small arms and light weapons,Men (Philippines),2005-07-02
27781,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2008-09-15
27782,France,Make an appeal or request,Romania,2010-09-10
27783,Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2007-10-19
27784,Cambodia,Express intent to cooperate,Vietnam,2007-04-10
27785,Party Member (United Kingdom),Demand,Citizen (United Kingdom),2006-08-26
27786,Police (Syria),"Arrest, detain, or charge with legal action",Terrorist Leader (Syria),2005-07-08
27787,South Korea,Consult,China,2012-12-19
27788,Japan,Sign formal agreement,Laos,2008-02-12
27789,Police (South Africa),Investigate,Men (South Africa),2012-03-16
27790,Japan,Express intent to meet or negotiate,China,2008-11-21
27791,Barack Obama,Criticize or denounce,Iran,2009-12-23
27792,Sudan,Praise or endorse,Yemen,2009-12-21
27793,Malaysia,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2009-06-10
27794,Royal Administration (Nigeria),Make an appeal or request,Muhammadu Buhari,2015-08-03
27795,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2009-01-28
27796,Armed Gang (South Africa),Use unconventional violence,Police (South Africa),2008-08-22
27797,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2010-05-28
27798,Criminal (China),Use unconventional violence,Women (China),2009-02-10
27799,South Korea,Host a visit,Wen Jiabao,2007-01-26
27800,Iran,Express intent to meet or negotiate,Qatar,2007-02-07
27801,Citizen (Australia),Demand,Julia Gillard,2011-10-02
27802,Head of Government (India),Express intent to cooperate,Vietnam,2007-07-06
27803,Business (Iran),Make statement,Iran,2006-12-06
27804,Cambodia,Engage in diplomatic cooperation,Vietnam,2012-07-17
27805,Military (Lebanon),Investigate,Armed Band (Lebanon),2007-06-20
27806,China,Make statement,Media Personnel (International),2009-02-09
27807,Police (Uganda),"Arrest, detain, or charge with legal action",Citizen (Uganda),2012-02-24
27808,Stephen Hadley,Make a visit,Iraq,2006-11-29
27809,Oluṣẹgun Ọbasanjọ,Consult,Muhammadu Buhari,2015-10-13
27810,Djibouti,Engage in diplomatic cooperation,Iran,2008-11-07
27811,Protester (India),"Protest violently, riot",Military Personnel - Special (India),2015-04-23
27812,Jatuporn Prompan,Make statement,National United Front for Democracy Against Dictatorship,2013-08-05
27813,Antonis Samaras,Express intent to meet or negotiate,China,2013-05-08
27814,Vietnam,Express intent to cooperate,Laos,2007-07-11
27815,Citizen (Australia),Demand,Police (Australia),2005-12-01
27816,Gerhard Schröder,Praise or endorse,Government (Germany),2007-11-13
27817,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2013-10-12
27818,Daniel Arap Moi,Make a visit,China,2005-08-15
27819,Burundi,Host a visit,East African Community,2011-12-12
27820,Japan,Make statement,South Korea,2005-05-17
27821,Japan,Make an appeal or request,China,2006-09-18
27822,Iran,Sign formal agreement,Qatar,2015-01-18
27823,Government (Nigeria),Make statement,Bukola Saraki,2015-09-30
27824,Japan,Engage in negotiation,South Korea,2009-04-11
27825,Alexis Tsipras,Make an appeal or request,Antonis Samaras,2013-03-10
27826,South Korea,Consult,Japan,2015-10-16
27827,Shaukat Aziz,Express intent to cooperate,Pervez Musharraf,2005-07-30
27828,China,Meet at a 'third' location,Japan,2015-03-26
27829,China,Sign formal agreement,South Korea,2007-10-05
27830,Middle East,Provide humanitarian aid,Iran,2011-04-01
27831,Military Personnel (India),Consult,A.K. Antony,2007-09-19
27832,Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-07-18
27833,Head of Government (Nigeria),Make an appeal or request,Government (Nigeria),2013-06-27
27834,China,Consult,France,2008-05-03
27835,Colombia,Express intent to meet or negotiate,Mexico,2010-12-29
27836,Xi Jinping,Criticize or denounce,Japan,2014-03-29
27837,Military (Philippines),Provide aid,Police (Philippines),2007-03-30
27838,Ministry (Brazil),Make statement,People Associated with the Opposition (Brazil),2007-10-10
27839,Barack Obama,Express intent to meet or negotiate,Xi Jinping,2015-09-16
27840,Foreign Affairs (France),Criticize or denounce,Foreign Affairs (Syria),2011-07-10
27841,Angela Merkel,Yield,People Associated with the Opposition (Germany),2010-09-01
27842,Peter O'Neill,Engage in negotiation,Julia Gillard,2013-05-11
27843,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2006-12-18
27844,Mexico,Host a visit,Rafael Correa,2008-04-11
27845,Heinz Fischer,Express intent to meet or negotiate,Iran,2015-07-20
27846,Dmitry Anatolyevich Medvedev,Make an appeal or request,Barack Obama,2008-12-30
27847,Iraq,Consult,Nuri al-Maliki,2013-03-23
27848,Barack Obama,Express intent to engage in diplomatic cooperation (such as policy support),China,2013-09-11
27849,Jack Straw,Demand,Iraq,2006-02-22
27850,China,Make an appeal or request,South Korea,2005-10-11
27851,Citizen (Nigeria),Make an appeal or request,Other Authorities / Officials (Nigeria),2008-09-15
27852,Men (Argentina),Make an appeal or request,Lawyer/Attorney (Argentina),2011-08-16
27853,Police (Uganda),Reject,Citizen (Uganda),2009-06-11
27854,Police (Tanzania),Demand,Citizen (Tanzania),2008-06-04
27855,Malaysia,Express intent to provide material aid,Iraq,2005-06-17
27856,Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2006-01-27
27857,Government (Sudan),Express intent to engage in material cooperation,Citizen (Sudan),2006-09-05
27858,Cabinet / Council of Ministers / Advisors (United States),Appeal for release of persons or property,Iran,2009-03-06
27859,Republic of South Ossetia,Demand,Military (Republic of South Ossetia),2008-10-18
27860,Police (Kenya),Make statement,Al-Shabaab,2012-05-09
27861,Uhuru Muigai Kenyatta,Make a visit,Ethiopia,2014-01-31
27862,Court Judge (United Kingdom),Deny responsibility,Julian Paul Assange,2012-06-12
27863,China,Host a visit,Xi Jinping,2013-02-04
27864,Wen Jiabao,Make statement,Japan,2005-12-12
27865,South Sudan,Host a visit,Envoy (United States),2013-09-14
27866,Thailand,Use conventional military force,Citizen (Thailand),2013-06-29
27867,Armed Rebel (Russia),Use unconventional violence,Military (Russia),2008-02-22
27868,France,Criticize or denounce,Mahmoud Ahmadinejad,2005-10-27
27869,Police (Indonesia),Investigate,Men (Indonesia),2013-08-14
27870,Media Personnel (China),Make statement,China,2014-08-09
27871,South Korea,Express intent to cooperate,China,2011-06-10
27872,Media Personnel (Thailand),Make statement,Cabinet / Council of Ministers / Advisors (Thailand),2006-05-17
27873,China,Host a visit,Kuomintang,2012-04-30
27874,Iran,"Arrest, detain, or charge with legal action",Student (Iran),2009-11-14
27875,South Africa,Praise or endorse,Police (South Africa),2014-01-21
27876,Angela Merkel,Express intent to meet or negotiate,Portugal,2012-11-12
27877,Dmitry Anatolyevich Medvedev,Express intent to engage in diplomatic cooperation (such as policy support),Abdullah Gül,2009-02-13
27878,Police (Australia),Make an appeal or request,Citizen (Australia),2006-06-20
27879,Iran,Host a visit,Mahmoud Ahmadinejad,2006-11-06
27880,Abdullah Gül,Consult,Barack Obama,2010-11-20
27881,National United Front for Democracy Against Dictatorship,Make statement,Thailand,2014-03-02
27882,Tony Blair,Make optimistic comment,Middle East,2007-07-02
27883,The Hague,Make statement,Colombia,2008-03-31
27884,China,Occupy territory,Japan,2005-11-28
27885,Professor (Vietnam),Make statement,Vietnam,2011-08-25
27886,Lawmaker (Japan),Make an appeal or request,South Korea,2012-08-30
27887,Sali Berisha,Consult,Hashim Thaçi,2009-10-06
27888,Mahmoud Abbas,Make a visit,Barack Obama,2014-03-18
27889,Citizen (Australia),Criticize or denounce,Julia Gillard,2011-04-13
27890,Barack Obama,Express intent to meet or negotiate,Lee Myung Bak,2009-06-08
27891,China,Consult,Wen Jiabao,2008-10-30
27892,Citizen (Nigeria),Appeal for rights,Government (Nigeria),2015-09-02
27893,Dmitry Anatolyevich Medvedev,Praise or endorse,Angela Merkel,2010-10-03
27894,Lien Chan,Make statement,China,2005-07-12
27895,Court Judge (United Kingdom),"Arrest, detain, or charge with legal action",Men (United Kingdom),2008-04-01
27896,Oman,Express intent to meet or negotiate,Iran,2014-03-13
27897,UN Security Council,Investigate,Iran,2015-08-07
27898,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2008-05-14
27899,Xi Jinping,Demand,China,2014-06-12
27900,South Korea,Express intent to meet or negotiate,China,2006-10-04
27901,Mwai Kibaki,Praise or endorse,China,2005-02-23
27902,Cambodia,Express intent to cooperate,Laos,2009-04-15
27903,Barack Obama,Express intent to cooperate,Xi Jinping,2015-09-26
27904,Ali Abdullah Saleh,Make statement,Yemen,2007-07-27
27905,Men (India),Complain officially,Court Judge (India),2006-11-10
27906,African Union,Provide military protection or peacekeeping,Sudan,2006-12-06
27907,Thailand,Express intent to cooperate,China,2015-04-25
27908,China,Engage in negotiation,Japan,2010-05-23
27909,Japan,Engage in diplomatic cooperation,Japan Self-Defense Forces,2010-07-23
27910,Citizen (Croatia),Demonstrate or rally,Government (Croatia),2011-03-09
27911,Citizen (Nigeria),Accuse,Government (Nigeria),2015-08-27
27912,Police (Philippines),"Arrest, detain, or charge with legal action",Military (Philippines),2008-08-19
27913,Police (Australia),Investigate,Citizen (Australia),2007-07-07
27914,Criminal (Israel),Make statement,Police (Israel),2006-04-07
27915,Barack Obama,Express accord,Angela Merkel,2015-03-09
27916,Angela Merkel,Make statement,Barack Obama,2009-03-20
27917,Protester (Egypt),"Protest violently, riot",Police (Egypt),2011-04-20
27918,Other Authorities / Officials (Africa),Impose administrative sanctions,France,2010-02-26
27919,Tony Blair,Consult,Mahmoud Abbas,2006-12-18
27920,Iran,Engage in diplomatic cooperation,Kuwait,2014-11-27
27921,Military Personnel (Philippines),Make statement,Military (Philippines),2015-02-24
27922,Laos,Consult,Vietnam,2008-02-05
27923,Grand National Party,Complain officially,Democratic Party,2013-07-02
27924,Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2008-02-11
27925,Barack Obama,Meet at a 'third' location,Iran,2015-03-04
27926,Roh Moo Hyun,Make a visit,Vietnam,2005-04-22
27927,Armed Rebel (Syria),Use unconventional violence,Qatar,2014-03-24
27928,Japan,Host a visit,Andrius Kubilius,2012-02-20
27929,African Union,Receive deployment of peacekeepers,Citizen (Sudan),2006-12-27
