,head,relation,tail,time
10793,China,Host a visit,Cabinet / Council of Ministers / Advisors (United States),2006-10-29
10794,Benjamin Netanyahu,Express intent to cooperate,Mahmoud Abbas,2010-10-02
10795,Mexico,Express intent to engage in diplomatic cooperation (such as policy support),Colombia,2009-01-16
10796,China,Engage in diplomatic cooperation,Kazakhstan,2014-12-03
10797,Royal Administration (Jordan),Consult,Mahmoud Abbas,2005-10-05
10798,Japan,Express intent to cooperate,China,2005-10-14
10799,Kuwait,Consult,Oman,2015-05-15
10800,Angela Merkel,Engage in negotiation,Alexis Tsipras,2015-03-24
10801,Likud,Make statement,Benjamin Netanyahu,2009-03-18
10802,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2005-11-12
10803,Japan,Express intent to meet or negotiate,China,2007-10-16
10804,China,Express intent to engage in diplomatic cooperation (such as policy support),Kazakhstan,2006-12-19
10805,Angola,Sign formal agreement,Guinea-Bissau,2012-06-15
10806,Election Commission (India),Consult,Media (India),2010-11-02
10807,Dmitry Anatolyevich Medvedev,Express intent to engage in diplomatic cooperation (such as policy support),Barack Obama,2008-12-24
10808,China,Halt negotiations,Japan,2005-12-13
10809,Muhammadu Buhari,Make an appeal or request,Citizen (Nigeria),2015-02-20
10810,Christine Lagarde,Make statement,International Monetary Fund,2014-03-03
10811,Sudan,Express intent to engage in diplomatic cooperation (such as policy support),South Sudan,2011-12-08
10812,Head of Government (South Korea),Express intent to meet or negotiate,Wen Jiabao,2012-01-04
10813,Likud,Make statement,Benjamin Netanyahu,2014-12-16
10814,Government (Germany),Make statement,Gerhard Schröder,2005-04-18
10815,Mahmoud Ahmadinejad,Make statement,Iran,2007-08-19
10816,South Korea,Engage in negotiation,China,2008-11-19
10817,UN Security Council,Demand,Japan,2005-02-08
10818,South Korea,Engage in diplomatic cooperation,China,2006-10-12
10819,Vietnam,Sign formal agreement,Laos,2009-06-12
10820,Thailand,Consult,Malaysia,2007-01-13
10821,Japan,Engage in diplomatic cooperation,South Korea,2014-09-04
10822,Wen Jiabao,Make an appeal or request,China,2012-01-07
10823,China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2011-07-15
10824,Sheikh Ahmed Abdullah,Engage in negotiation,Amina Mohamed,2015-06-09
10825,Mahmoud Abbas,Make statement,"Government (Palestinian Territory, Occupied)",2005-12-15
10826,Head of Government (Nigeria),Make statement,Government (Nigeria),2013-07-04
10827,South Korea,Consult,China,2010-08-26
10828,Segolene Royal,Consult,Cristina Fernández de Kirchner,2007-02-05
10829,Energy Department/Ministry (Brazil),Express intent to engage in diplomatic cooperation (such as policy support),Lee Myung Bak,2008-11-19
10830,Military (Cambodia),Use conventional military force,Thailand,2011-05-10
10831,Citizen (Nigeria),Make an appeal or request,Muhammadu Buhari,2015-06-10
10832,Xi Jinping,Make statement,China,2013-03-20
10833,Military Personnel (Philippines),Make statement,Military (Philippines),2012-04-10
10834,Member of Parliament (India),Consult,Head of Government (India),2010-12-13
10835,Oman,Consult,Iran,2013-08-27
10836,UN Security Council,Criticize or denounce,Iran,2007-12-18
10837,Nuri al-Maliki,Make statement,Iraq,2012-12-21
10838,Japan,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2005-07-08
10839,China,Consult,Japan,2006-01-11
10840,Toru Hashimoto,Consult,Okada Katsuya,2015-08-31
10841,South Korea,Consult,Lee Myung Bak,2012-05-14
10842,Ministry (Iran),Sign formal agreement,Mahmoud Ahmadinejad,2010-08-11
10843,South Korea,Engage in diplomatic cooperation,China,2007-04-11
10844,Bertie Ahern,Consult,Tony Blair,2006-09-16
10845,Angela Merkel,Consult,Barack Obama,2015-06-29
10846,Sher Bahadur Deuba,Consult,Foreign Affairs (India),2015-09-19
10847,South Korea,Sign formal agreement,Japan,2009-01-07
10848,Xi Jinping,Consult,Barack Obama,2015-09-29
10849,Citizen (Nigeria),Make an appeal or request,Emmanuel Eweta Uduaghan,2010-03-01
10850,Evo Morales,Express intent to cooperate,Bolivia,2007-12-28
10851,Thailand,Engage in diplomatic cooperation,China,2010-11-29
10852,South Korea,Engage in diplomatic cooperation,Japan,2008-07-01
10853,Association of Southeast Asian Nations,Engage in negotiation,Japan,2013-11-06
10854,Japan,Engage in diplomatic cooperation,Laos,2007-06-07
10855,Benjamin Netanyahu,Discuss by telephone,Barack Obama,2013-01-28
10856,Jatuporn Prompan,Make statement,National United Front for Democracy Against Dictatorship,2009-05-11
10857,China,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2005-12-03
10858,China,Express intent to cooperate,South Korea,2011-07-25
10859,Citizen (Zambia),Use unconventional violence,Criminal (Zambia),2015-10-09
10860,Professor (France),Consult,Media (Africa),2015-12-02
10861,Japan,Meet at a 'third' location,South Korea,2005-04-13
10862,Kazakhstan,Engage in diplomatic cooperation,Iran,2013-10-01
10863,Iran,Sign formal agreement,UN Security Council,2006-02-06
10864,UN Security Council,Consult,Barack Obama,2015-12-15
10865,Abhisit Vejjajiva,Express intent to meet or negotiate,Thailand,2010-09-30
10866,Civil Service (Laos),Share intelligence or information,Domestic Affairs (Vietnam),2006-08-01
10867,Citizen (Thailand),Make an appeal or request,Student (Thailand),2007-07-17
10868,Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2015-04-17
10869,Bolivia,Engage in negotiation,Colombia,2005-07-05
10870,China,Make statement,Criminal (China),2015-02-09
10871,Japan,Make an appeal or request,South Korea,2015-04-10
10872,Citizen (Thailand),Accuse,Abhisit Vejjajiva,2010-01-22
10873,Thailand,Sign formal agreement,Cambodia,2015-12-19
10874,Vietnam,Consult,Cambodia,2010-08-05
10875,Niger,Engage in diplomatic cooperation,China,2008-09-16
10876,Iran,Engage in diplomatic cooperation,China,2014-06-24
10877,Umaru Musa Yar'Adua,Make statement,Government (Nigeria),2008-11-03
10878,Dmitry Anatolyevich Medvedev,Consult,Barack Obama,2011-05-26
10879,Lawyer/Attorney (Australia),Accuse,Citizen (Australia),2005-08-31
10880,China,Engage in diplomatic cooperation,Ethiopia,2014-05-04
10881,Head of Government (Nigeria),Make statement,Government (Nigeria),2015-12-24
10882,China,Host a visit,Barack Obama,2009-11-29
10883,Media Personnel (Iran),Make statement,Iran,2007-04-08
10884,Barack Obama,Praise or endorse,Julia Gillard,2013-07-03
10885,Japan,Engage in diplomatic cooperation,South Korea,2010-04-30
10886,Sudan,Engage in diplomatic cooperation,Iran,2008-03-06
10887,Iran,Engage in diplomatic cooperation,Japan,2008-06-16
10888,Iran,Engage in diplomatic cooperation,Oman,2013-04-15
10889,China,Engage in diplomatic cooperation,Japan,2005-06-02
10890,Xi Jinping,Make statement,China,2009-06-21
10891,Barack Obama,Discuss by telephone,Lee Myung Bak,2008-11-11
10892,Foreign Affairs (Malaysia),Make statement,Malaysia,2007-08-02
10893,Police (Australia),Make an appeal or request,Citizen (Australia),2006-07-15
10894,Nuri al-Maliki,Consult,Benedict XVI,2010-11-14
10895,Kazakhstan,Engage in diplomatic cooperation,China,2014-09-22
10896,Police (Uganda),Make statement,Inspector General (Uganda),2010-02-26
10897,South Korea,Engage in negotiation,Japan,2015-07-19
10898,Benjamin Netanyahu,Make statement,Likud,2008-12-09
10899,Oman,Sign formal agreement,Iran,2008-12-22
10900,China,Consult,France,2013-09-27
10901,Japan,Engage in diplomatic cooperation,South Korea,2015-03-21
10902,Ministry (Nigeria),Make an appeal or request,Citizen (Nigeria),2010-05-27
10903,Benjamin Netanyahu,"Reject proposal to meet, discuss, or negotiate",Barack Obama,2015-01-25
10904,Police (Australia),Make statement,Mike Rann,2009-10-02
10905,Militant (Taliban),Use unconventional violence,Military Personnel - Special (Afghanistan),2015-07-10
10906,Barack Obama,Host a visit,Angela Merkel,2015-02-24
10907,Associated Press,Discuss by telephone,Guillermo Garin,2005-12-06
10908,Japan,Consult,China,2015-07-17
10909,Media Personnel (Somalia),Make statement,Al-Shabaab,2009-04-20
10910,Police (Philippines),Praise or endorse,City Mayor (Philippines),2014-02-05
10911,South Korea,Demand,Japan,2015-11-06
10912,Japan,Make an appeal or request,China,2005-04-05
10913,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),China,2009-08-29
10914,China,Express intent to cooperate,Vietnam,2010-07-01
10915,Sudan,Consult,South Sudan,2013-11-29
10916,Mekong River Commission,Consult,Vietnam,2014-04-05
10917,Vietnam,Sign formal agreement,Cambodia,2009-03-19
10918,China,Praise or endorse,Japan,2014-09-01
10919,Cambodia,Consult,Thailand,2010-08-20
10920,Barack Obama,Express intent to meet or negotiate,Dmitry Anatolyevich Medvedev,2010-04-08
10921,Iraq,Express intent to meet or negotiate,Japan,2008-03-14
10922,Umaru Musa Yar'Adua,Make statement,Government (Nigeria),2007-12-31
10923,Association of Southeast Asian Nations,Express intent to meet or negotiate,South Korea,2010-08-24
10924,Barack Obama,Engage in negotiation,Angela Merkel,2011-08-22
10925,Ali Abdullah Saleh,Consult,Mahmoud Abbas,2008-06-20
10926,Japan,Make an appeal or request,China,2007-01-17
10927,Iran,Engage in negotiation,Javier Solana,2006-06-28
10928,Ministry (Nigeria),Make statement,Government (Nigeria),2009-04-01
10929,Mohammad Reza Naqdi,Consult,Mehr News Agency,2009-11-30
10930,Vietnam,Sign formal agreement,Cambodia,2006-03-07
10931,Thailand,Consult,Laos,2006-05-12
10932,Japan,Consult,China,2015-03-17
10933,Portugal,Consult,France,2008-01-23
10934,China,Express intent to engage in diplomatic cooperation (such as policy support),France,2008-06-14
10935,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2012-05-24
10936,Militant (Taliban),Use unconventional violence,Military Personnel - Special (Afghanistan),2008-08-31
10937,Mahmoud Ahmadinejad,Make an appeal or request,Nonaligned Movement,2008-07-29
10938,South Korea,Engage in negotiation,China,2006-08-13
10939,China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2010-10-21
10940,Japan,Express intent to cooperate,South Korea,2006-09-01
10941,Media (Africa),Consult,Governor (Kenya),2014-10-01
10942,Citizen (Thailand),Demand,Abhisit Vejjajiva,2010-03-30
10943,South Korea,"Reject plan, agreement to settle dispute",Japan,2012-08-24
10944,Barack Obama,Sign formal agreement,Dmitry Anatolyevich Medvedev,2010-12-24
10945,South Sudan,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,2012-09-26
10946,Citizen (Nigeria),Make an appeal or request,Ibrahim Hassan Dankwambo,2011-07-21
10947,Citizen (United Kingdom),Make an appeal or request,Theresa May,2015-03-28
10948,Iran,Express intent to cooperate,China,2015-07-23
10949,Vietnam,Sign formal agreement,France,2010-11-04
10950,Japan,Make an appeal or request,South Korea,2005-05-17
10951,South Korea,Consult,Japan,2005-06-14
10952,Mahmoud Ahmadinejad,Make statement,Iran,2008-07-15
10953,Barack Obama,Express intent to meet or negotiate,Dmitry Anatolyevich Medvedev,2011-11-10
10954,Ministry (Nigeria),Make statement,Government (Nigeria),2011-10-27
10955,Barack Obama,Engage in negotiation,Angela Merkel,2013-06-11
10956,Vietnam,Consult,Malaysia,2012-04-27
10957,Japan,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2015-09-15
10958,Media Personnel (Australia),Make statement,Police (Australia),2006-08-30
10959,South Sudan,Consult,Sudan,2012-05-29
10960,Mahmoud Abbas,Express intent to meet or negotiate,Wen Jiabao,2005-05-10
10961,China,Consult,South Africa,2012-03-28
10962,Sudan,Host a visit,China,2008-02-25
10963,Police (Philippines),Discuss by telephone,Inquirer,2012-11-14
10964,Lawyer/Attorney (Australia),Threaten,Citizen (Australia),2007-05-25
10965,Media Personnel (Colombia),Consult,Agence France-Presse,2005-06-02
10966,Protester (Egypt),Make statement,Police (Egypt),2015-01-25
10967,Citizen (Sudan),Make an appeal or request,Sudan,2008-08-24
10968,Criminal (Mexico),Make statement,Mexico,2008-10-08
10969,Iran,Engage in negotiation,France,2005-09-15
10970,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2006-02-14
10971,Police (Australia),"Return, release person(s)",Citizen (Australia),2011-06-04
10972,South Korea,Engage in negotiation,Japan,2012-09-26
10973,Legislature (Romania),Consult,Senate (Romania),2008-11-10
10974,Criminal (Brazil),"Abduct, hijack, or take hostage",Citizen (Brazil),2005-12-29
10975,Vyacheslav Victorovich Volodin,Make statement,Dmitry Anatolyevich Medvedev,2008-01-29
10976,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2005-11-15
10977,Vietnam,Criticize or denounce,China,2015-03-18
10978,Xi Jinping,Make statement,China,2013-09-13
10979,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-06-24
10980,Iran,Criticize or denounce,UN Security Council,2010-04-07
10981,Barack Obama,Consult,Mahmoud Abbas,2010-06-02
10982,South Korea,Consult,China,2010-02-15
10983,Benjamin Netanyahu,Make statement,Likud,2012-02-02
10984,Ministry (Iran),Make statement,Iran,2011-12-08
10985,Barack Obama,Consult,Benjamin Netanyahu,2015-09-02
10986,China,Accuse,Japan,2005-04-14
10987,Japan,"Reject plan, agreement to settle dispute",South Korea,2006-04-22
10988,Javier Solana,Consult,Iran,2005-02-01
10989,Lee Myung Bak,Make an appeal or request,Roh Moo Hyun,2007-10-13
10990,Omar Suleiman,Consult,Mahmoud Abbas,2007-12-16
10991,Mahmoud Abbas,Engage in negotiation,Royal Administration (Jordan),2005-10-18
10992,China,Express intent to cooperate,Association of Southeast Asian Nations,2012-10-29
10993,Ministry (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-08-27
10994,Head of Government (Nigeria),Accuse,Citizen (Nigeria),2014-12-15
10995,Government (Nigeria),Threaten,Citizen (Nigeria),2014-08-29
10996,Mahmoud Abbas,Consult,Barack Obama,2010-06-08
10997,South Korea,Express intent to cooperate,China,2009-09-30
10998,Al-Shabaab,Use conventional military force,African Union,2015-09-18
10999,Media Personnel (Australia),Make statement,Police (Australia),2008-08-14
11000,South Korea,Consult,China,2009-04-09
11001,Citizen (Nigeria),Express intent to provide material aid,Government (Nigeria),2012-08-22
11002,China,Make statement,Japan,2005-06-07
11003,Party Member (United Kingdom),Criticize or denounce,Citizen (United Kingdom),2010-04-17
11004,China,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2006-02-01
11005,China,Host a visit,Cabinet / Council of Ministers / Advisors (United States),2012-12-01
11006,Japan,Engage in negotiation,South Korea,2015-05-15
11007,Thailand,Consult,Cambodia,2015-01-14
11008,China,Engage in diplomatic cooperation,Thailand,2009-11-20
11009,China,Provide economic aid,Cambodia,2013-12-04
11010,Mahmoud Ahmadinejad,Make statement,Iran,2008-09-11
11011,Angela Merkel,Engage in negotiation,Antonis Samaras,2012-03-02
11012,City Mayor (Philippines),Consult,Police (Philippines),2009-03-12
11013,Citizen (Nigeria),Threaten,Government (Nigeria),2011-12-13
11014,Mauritania,Express intent to cooperate,France,2009-10-15
11015,Men (Philippines),fight with small arms and light weapons,Police (Philippines),2006-04-17
11016,Barack Obama,Consult,Mexico,2012-06-20
11017,Portugal,Express intent to engage in diplomatic cooperation (such as policy support),Angola,2015-11-13
11018,Citizen (United Kingdom),Criticize or denounce,Lawyer/Attorney (United Kingdom),2008-05-30
11019,China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2015-09-06
11020,Iran,Sign formal agreement,Iraq,2014-01-14
11021,Foreign Affairs (France),Make statement,France,2014-04-16
11022,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Laos,2007-03-18
11023,Association of Southeast Asian Nations,Express intent to meet or negotiate,Japan,2008-10-27
11024,Ministry (Nigeria),Make statement,Government (Nigeria),2011-10-02
11025,Ministry (Sudan),Make statement,Sudan,2005-09-17
11026,China,Express intent to cooperate,Japan,2005-08-12
11027,Military Personnel - Special (Sri Lanka),Use conventional military force,Tamil Rebel,2006-08-30
11028,Benjamin Netanyahu,Make statement,Iran,2012-09-15
11029,Japan,Express intent to cooperate,South Korea,2008-10-06
11030,Jakaya Mrisho Kikwete,Make statement,Tanzania,2008-03-03
11031,South Korea,Host a visit,China,2010-10-20
