relation i,relation j,#inverse,#rel_i,P one direction,P two direction
Appeal to yield,Express intent to accept mediation,0,7,0.0,0.0
Express intent to accept mediation,Appeal to yield,0,8,0.0,0.0
Appeal to yield,Express intent to ease administrative sanctions,0,7,0.0,0.0
Express intent to ease administrative sanctions,Appeal to yield,0,7,0.0,0.0
Appeal to yield,"Refuse to ease economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Appeal to yield,0,4,0.0,0.0
Appeal to yield,Engage in judicial cooperation,0,7,0.0,0.0
Engage in judicial cooperation,Appeal to yield,0,10,0.0,0.0
Appeal to yield,Demand that target yields,0,7,0.0,0.0
Demand that target yields,Appeal to yield,0,8,0.0,0.0
Appeal to yield,Demand mediation,0,7,0.0,0.0
Demand mediation,Appeal to yield,0,3,0.0,0.0
Appeal to yield,Appeal for humanitarian aid,0,7,0.0,0.0
Appeal for humanitarian aid,Appeal to yield,0,7,0.0,0.0
Appeal to yield,Obstruct passage to demand leadership change,0,7,0.0,0.0
Obstruct passage to demand leadership change,Appeal to yield,0,2,0.0,0.0
Appeal to yield,Express intent to yield,0,7,0.0,0.0
Express intent to yield,Appeal to yield,0,8,0.0,0.0
Appeal to yield,Demand de-escalation of military engagement,0,7,0.0,0.0
Demand de-escalation of military engagement,Appeal to yield,0,12,0.0,0.0
Appeal to yield,Conduct hunger strike,0,7,0.0,0.0
Conduct hunger strike,Appeal to yield,0,3,0.0,0.0
Appeal to yield,Reject judicial cooperation,0,7,0.0,0.0
Reject judicial cooperation,Appeal to yield,0,1,0.0,0.0
Appeal to yield,Seize or damage property,0,7,0.0,0.0
Seize or damage property,Appeal to yield,0,8,0.0,0.0
Appeal to yield,Reduce or stop military assistance,1,7,0.14285714285714285,0.13333333333333333
Reduce or stop military assistance,Appeal to yield,1,8,0.125,0.13333333333333333
Appeal to yield,Threaten to reduce or break relations,0,7,0.0,0.0
Threaten to reduce or break relations,Appeal to yield,0,4,0.0,0.0
Appeal to yield,Demobilize armed forces,0,7,0.0,0.0
Demobilize armed forces,Appeal to yield,0,3,0.0,0.0
Appeal to yield,Express intent to change leadership,0,7,0.0,0.0
Express intent to change leadership,Appeal to yield,0,6,0.0,0.0
Appeal to yield,Use as human shield,0,7,0.0,0.0
Use as human shield,Appeal to yield,0,1,0.0,0.0
Appeal to yield,Demand policy change,0,7,0.0,0.0
Demand policy change,Appeal to yield,0,2,0.0,0.0
Appeal to yield,"Accede to demands for change in institutions, regime",0,7,0.0,0.0
"Accede to demands for change in institutions, regime",Appeal to yield,0,3,0.0,0.0
Appeal to yield,Reject economic cooperation,0,7,0.0,0.0
Reject economic cooperation,Appeal to yield,0,2,0.0,0.0
Appeal to yield,Reject material cooperation,0,7,0.0,0.0
Reject material cooperation,Appeal to yield,0,3,0.0,0.0
Appeal to yield,Halt mediation,0,7,0.0,0.0
Halt mediation,Appeal to yield,0,1,0.0,0.0
Appeal to yield,Threaten with repression,0,7,0.0,0.0
Threaten with repression,Appeal to yield,0,5,0.0,0.0
Appeal to yield,"Use chemical, biological, or radiological weapons",0,7,0.0,0.0
"Use chemical, biological, or radiological weapons",Appeal to yield,0,1,0.0,0.0
Appeal to yield,Reject request for military protection or peacekeeping,0,7,0.0,0.0
Reject request for military protection or peacekeeping,Appeal to yield,0,1,0.0,0.0
Appeal to yield,Demand material aid,0,7,0.0,0.0
Demand material aid,Appeal to yield,0,1,0.0,0.0
Appeal to yield,Engage in mass expulsion,0,7,0.0,0.0
Engage in mass expulsion,Appeal to yield,0,1,0.0,0.0
Appeal to yield,Appeal for policy change,0,7,0.0,0.0
Appeal for policy change,Appeal to yield,0,12,0.0,0.0
Appeal to yield,Investigate human rights abuses,0,7,0.0,0.0
Investigate human rights abuses,Appeal to yield,0,3,0.0,0.0
Appeal to yield,Carry out car bombing,0,7,0.0,0.0
Carry out car bombing,Appeal to yield,0,1,0.0,0.0
Appeal to yield,Grant asylum,0,7,0.0,0.0
Grant asylum,Appeal to yield,0,7,0.0,0.0
Appeal to yield,Ease state of emergency or martial law,0,7,0.0,0.0
Ease state of emergency or martial law,Appeal to yield,0,1,0.0,0.0
Appeal to yield,Carry out roadside bombing,0,7,0.0,0.0
Carry out roadside bombing,Appeal to yield,0,1,0.0,0.0
Appeal to yield,Express intent to change policy,0,7,0.0,0.0
Express intent to change policy,Appeal to yield,0,2,0.0,0.0
Appeal to yield,Appeal for target to allow international involvement (non-mediation),0,7,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Appeal to yield,0,1,0.0,0.0
Appeal to yield,Destroy property,0,7,0.0,0.0
Destroy property,Appeal to yield,0,3,0.0,0.0
Appeal to yield,Accede to demands for change in policy,0,7,0.0,0.0
Accede to demands for change in policy,Appeal to yield,0,2,0.0,0.0
"Return, release property",fight with artillery and tanks,0,10,0.0,0.0
fight with artillery and tanks,"Return, release property",0,32,0.0,0.0
"Return, release property",Demand military aid,0,10,0.0,0.0
Demand military aid,"Return, release property",0,2,0.0,0.0
"Return, release property",Threaten to reduce or stop aid,0,10,0.0,0.0
Threaten to reduce or stop aid,"Return, release property",0,4,0.0,0.0
"Return, release property",Share intelligence or information,0,10,0.0,0.0
Share intelligence or information,"Return, release property",0,38,0.0,0.0
"Return, release property",Demand release of persons or property,0,10,0.0,0.0
Demand release of persons or property,"Return, release property",0,5,0.0,0.0
"Return, release property",Decline comment,0,10,0.0,0.0
Decline comment,"Return, release property",0,22,0.0,0.0
"Return, release property",Forgive,0,10,0.0,0.0
Forgive,"Return, release property",0,3,0.0,0.0
"Return, release property",Accede to demands for change in leadership,2,10,0.2,0.07692307692307693
Accede to demands for change in leadership,"Return, release property",1,29,0.034482758620689655,0.07692307692307693
"Return, release property","Demand change in institutions, regime",0,10,0.0,0.0
"Demand change in institutions, regime","Return, release property",0,8,0.0,0.0
"Return, release property",Appeal for easing of administrative sanctions,0,10,0.0,0.0
Appeal for easing of administrative sanctions,"Return, release property",0,13,0.0,0.0
"Return, release property",Appeal for aid,2,10,0.2,0.09375
Appeal for aid,"Return, release property",1,22,0.045454545454545456,0.09375
"Return, release property",Appeal for rights,0,10,0.0,0.0
Appeal for rights,"Return, release property",0,9,0.0,0.0
"Return, release property",Appeal to engage in or accept mediation,2,10,0.2,0.11627906976744186
Appeal to engage in or accept mediation,"Return, release property",3,33,0.09090909090909091,0.11627906976744186
"Return, release property","Impose blockade, restrict movement",0,10,0.0,0.0
"Impose blockade, restrict movement","Return, release property",0,18,0.0,0.0
"Return, release property",Engage in violent protest for rights,0,10,0.0,0.0
Engage in violent protest for rights,"Return, release property",0,1,0.0,0.0
"Return, release property",Express intent to mediate,0,10,0.0,0.0
Express intent to mediate,"Return, release property",0,14,0.0,0.0
"Return, release property",Appeal for release of persons or property,0,10,0.0,0.0
Appeal for release of persons or property,"Return, release property",0,30,0.0,0.0
"Return, release property",Expel or withdraw peacekeepers,0,10,0.0,0.0
Expel or withdraw peacekeepers,"Return, release property",0,4,0.0,0.0
"Return, release property",Appeal for military protection or peacekeeping,0,10,0.0,0.0
Appeal for military protection or peacekeeping,"Return, release property",0,1,0.0,0.0
"Return, release property",Attempt to assassinate,0,10,0.0,0.0
Attempt to assassinate,"Return, release property",0,11,0.0,0.0
"Return, release property",Accuse of war crimes,0,10,0.0,0.0
Accuse of war crimes,"Return, release property",0,7,0.0,0.0
"Return, release property",Reject military cooperation,0,10,0.0,0.0
Reject military cooperation,"Return, release property",0,3,0.0,0.0
"Return, release property",Threaten to halt negotiations,0,10,0.0,0.0
Threaten to halt negotiations,"Return, release property",0,1,0.0,0.0
"Return, release property",Demand material cooperation,0,10,0.0,0.0
Demand material cooperation,"Return, release property",0,9,0.0,0.0
"Return, release property",Express intent to institute political reform,0,10,0.0,0.0
Express intent to institute political reform,"Return, release property",0,1,0.0,0.0
"Return, release property","Investigate crime, corruption",0,10,0.0,0.0
"Investigate crime, corruption","Return, release property",0,28,0.0,0.0
"Return, release property",Demand easing of administrative sanctions,0,10,0.0,0.0
Demand easing of administrative sanctions,"Return, release property",0,4,0.0,0.0
"Return, release property",Ban political parties or politicians,0,10,0.0,0.0
Ban political parties or politicians,"Return, release property",0,7,0.0,0.0
"Return, release property",Express intent to engage in material cooperation,0,10,0.0,0.0
Express intent to engage in material cooperation,"Return, release property",0,10,0.0,0.0
"Return, release property",Reduce or stop economic assistance,0,10,0.0,0.0
Reduce or stop economic assistance,"Return, release property",0,8,0.0,0.0
"Return, release property",Ease curfew,0,10,0.0,0.0
Ease curfew,"Return, release property",0,5,0.0,0.0
"Return, release property",Receive inspectors,0,10,0.0,0.0
Receive inspectors,"Return, release property",0,2,0.0,0.0
"Return, release property",Engage in mass killings,0,10,0.0,0.0
Engage in mass killings,"Return, release property",0,12,0.0,0.0
"Return, release property",Demand intelligence cooperation,0,10,0.0,0.0
Demand intelligence cooperation,"Return, release property",0,15,0.0,0.0
"Return, release property",Demand political reform,0,10,0.0,0.0
Demand political reform,"Return, release property",0,2,0.0,0.0
"Return, release property",Demand judicial cooperation,0,10,0.0,0.0
Demand judicial cooperation,"Return, release property",0,4,0.0,0.0
"Return, release property",Engage in political dissent,0,10,0.0,0.0
Engage in political dissent,"Return, release property",0,2,0.0,0.0
"Return, release property",Refuse to ease administrative sanctions,0,10,0.0,0.0
Refuse to ease administrative sanctions,"Return, release property",0,8,0.0,0.0
"Return, release property",Violate ceasefire,0,10,0.0,0.0
Violate ceasefire,"Return, release property",0,4,0.0,0.0
"Return, release property",Express intent to accept mediation,0,10,0.0,0.0
Express intent to accept mediation,"Return, release property",0,8,0.0,0.0
"Return, release property",Express intent to ease administrative sanctions,0,10,0.0,0.0
Express intent to ease administrative sanctions,"Return, release property",0,7,0.0,0.0
"Return, release property","Refuse to ease economic sanctions, boycott, or embargo",0,10,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Return, release property",0,4,0.0,0.0
"Return, release property",Engage in judicial cooperation,0,10,0.0,0.0
Engage in judicial cooperation,"Return, release property",0,10,0.0,0.0
"Return, release property",Demand that target yields,0,10,0.0,0.0
Demand that target yields,"Return, release property",0,8,0.0,0.0
"Return, release property",Demand mediation,0,10,0.0,0.0
Demand mediation,"Return, release property",0,3,0.0,0.0
"Return, release property",Appeal for humanitarian aid,0,10,0.0,0.0
Appeal for humanitarian aid,"Return, release property",0,7,0.0,0.0
"Return, release property",Obstruct passage to demand leadership change,0,10,0.0,0.0
Obstruct passage to demand leadership change,"Return, release property",0,2,0.0,0.0
"Return, release property",Express intent to yield,0,10,0.0,0.0
Express intent to yield,"Return, release property",0,8,0.0,0.0
"Return, release property",Demand de-escalation of military engagement,0,10,0.0,0.0
Demand de-escalation of military engagement,"Return, release property",0,12,0.0,0.0
"Return, release property",Conduct hunger strike,0,10,0.0,0.0
Conduct hunger strike,"Return, release property",0,3,0.0,0.0
"Return, release property",Reject judicial cooperation,0,10,0.0,0.0
Reject judicial cooperation,"Return, release property",0,1,0.0,0.0
"Return, release property",Seize or damage property,0,10,0.0,0.0
Seize or damage property,"Return, release property",0,8,0.0,0.0
"Return, release property",Reduce or stop military assistance,0,10,0.0,0.0
Reduce or stop military assistance,"Return, release property",0,8,0.0,0.0
"Return, release property",Threaten to reduce or break relations,0,10,0.0,0.0
Threaten to reduce or break relations,"Return, release property",0,4,0.0,0.0
"Return, release property",Demobilize armed forces,0,10,0.0,0.0
Demobilize armed forces,"Return, release property",0,3,0.0,0.0
"Return, release property",Express intent to change leadership,0,10,0.0,0.0
Express intent to change leadership,"Return, release property",0,6,0.0,0.0
"Return, release property",Use as human shield,0,10,0.0,0.0
Use as human shield,"Return, release property",0,1,0.0,0.0
"Return, release property",Demand policy change,0,10,0.0,0.0
Demand policy change,"Return, release property",0,2,0.0,0.0
"Return, release property","Accede to demands for change in institutions, regime",0,10,0.0,0.0
"Accede to demands for change in institutions, regime","Return, release property",0,3,0.0,0.0
"Return, release property",Reject economic cooperation,0,10,0.0,0.0
Reject economic cooperation,"Return, release property",0,2,0.0,0.0
"Return, release property",Reject material cooperation,0,10,0.0,0.0
Reject material cooperation,"Return, release property",0,3,0.0,0.0
"Return, release property",Halt mediation,0,10,0.0,0.0
Halt mediation,"Return, release property",0,1,0.0,0.0
"Return, release property",Threaten with repression,0,10,0.0,0.0
Threaten with repression,"Return, release property",0,5,0.0,0.0
"Return, release property","Use chemical, biological, or radiological weapons",0,10,0.0,0.0
"Use chemical, biological, or radiological weapons","Return, release property",0,1,0.0,0.0
"Return, release property",Reject request for military protection or peacekeeping,0,10,0.0,0.0
Reject request for military protection or peacekeeping,"Return, release property",0,1,0.0,0.0
"Return, release property",Demand material aid,0,10,0.0,0.0
Demand material aid,"Return, release property",0,1,0.0,0.0
"Return, release property",Engage in mass expulsion,0,10,0.0,0.0
Engage in mass expulsion,"Return, release property",0,1,0.0,0.0
"Return, release property",Appeal for policy change,0,10,0.0,0.0
Appeal for policy change,"Return, release property",0,12,0.0,0.0
"Return, release property",Investigate human rights abuses,0,10,0.0,0.0
Investigate human rights abuses,"Return, release property",0,3,0.0,0.0
"Return, release property",Carry out car bombing,0,10,0.0,0.0
Carry out car bombing,"Return, release property",0,1,0.0,0.0
"Return, release property",Grant asylum,0,10,0.0,0.0
Grant asylum,"Return, release property",0,7,0.0,0.0
"Return, release property",Ease state of emergency or martial law,0,10,0.0,0.0
Ease state of emergency or martial law,"Return, release property",0,1,0.0,0.0
"Return, release property",Carry out roadside bombing,0,10,0.0,0.0
Carry out roadside bombing,"Return, release property",0,1,0.0,0.0
"Return, release property",Express intent to change policy,0,10,0.0,0.0
Express intent to change policy,"Return, release property",0,2,0.0,0.0
"Return, release property",Appeal for target to allow international involvement (non-mediation),0,10,0.0,0.0
