relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Ease state of emergency or martial law,Demand political reform,0,14,0.0,0.0
Demand political reform,Ease state of emergency or martial law,0,8,0.0,0.0
Ease state of emergency or martial law,Demand mediation,0,14,0.0,0.0
Demand mediation,Ease state of emergency or martial law,0,9,0.0,0.0
Ease state of emergency or martial law,"Appeal for easing of economic sanctions, boycott, or embargo",0,14,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Ease state of emergency or martial law,0,8,0.0,0.0
Ease state of emergency or martial law,Accuse of war crimes,0,14,0.0,0.0
Accuse of war crimes,Ease state of emergency or martial law,0,40,0.0,0.0
Ease state of emergency or martial law,"Use chemical, biological, or radiological weapons",0,14,0.0,0.0
"Use chemical, biological, or radiological weapons",Ease state of emergency or martial law,0,6,0.0,0.0
Ease state of emergency or martial law,Threaten with restrictions on political freedoms,0,14,0.0,0.0
Threaten with restrictions on political freedoms,Ease state of emergency or martial law,0,7,0.0,0.0
Ease state of emergency or martial law,Demand military aid,0,14,0.0,0.0
Demand military aid,Ease state of emergency or martial law,0,9,0.0,0.0
Ease state of emergency or martial law,Express intent to change leadership,0,14,0.0,0.0
Express intent to change leadership,Ease state of emergency or martial law,0,23,0.0,0.0
Appeal for easing of political dissent,Threaten with repression,0,11,0.0,0.0
Threaten with repression,Appeal for easing of political dissent,0,18,0.0,0.0
Appeal for easing of political dissent,Appeal for rights,0,11,0.0,0.0
Appeal for rights,Appeal for easing of political dissent,0,34,0.0,0.0
Appeal for easing of political dissent,Mediate,0,11,0.0,0.0
Mediate,Appeal for easing of political dissent,0,142,0.0,0.0
Appeal for easing of political dissent,Decline comment,0,11,0.0,0.0
Decline comment,Appeal for easing of political dissent,0,114,0.0,0.0
Appeal for easing of political dissent,Impose curfew,0,11,0.0,0.0
Impose curfew,Appeal for easing of political dissent,0,14,0.0,0.0
Appeal for easing of political dissent,Appeal for humanitarian aid,0,11,0.0,0.0
Appeal for humanitarian aid,Appeal for easing of political dissent,0,40,0.0,0.0
Appeal for easing of political dissent,Reject request for change in leadership,0,11,0.0,0.0
Reject request for change in leadership,Appeal for easing of political dissent,0,6,0.0,0.0
Appeal for easing of political dissent,Violate ceasefire,0,11,0.0,0.0
Violate ceasefire,Appeal for easing of political dissent,0,17,0.0,0.0
Appeal for easing of political dissent,"Express intent to ease economic sanctions, boycott, or embargo",0,11,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Appeal for easing of political dissent,0,16,0.0,0.0
Appeal for easing of political dissent,Accede to demands for change in leadership,0,11,0.0,0.0
Accede to demands for change in leadership,Appeal for easing of political dissent,0,93,0.0,0.0
Appeal for easing of political dissent,Refuse to de-escalate military engagement,0,11,0.0,0.0
Refuse to de-escalate military engagement,Appeal for easing of political dissent,0,47,0.0,0.0
Appeal for easing of political dissent,Grant asylum,0,11,0.0,0.0
Grant asylum,Appeal for easing of political dissent,0,56,0.0,0.0
Appeal for easing of political dissent,Receive inspectors,0,11,0.0,0.0
Receive inspectors,Appeal for easing of political dissent,0,16,0.0,0.0
Appeal for easing of political dissent,Ease military blockade,0,11,0.0,0.0
Ease military blockade,Appeal for easing of political dissent,0,7,0.0,0.0
Appeal for easing of political dissent,"Appeal for change in institutions, regime",0,11,0.0,0.0
"Appeal for change in institutions, regime",Appeal for easing of political dissent,0,52,0.0,0.0
Appeal for easing of political dissent,Engage in violent protest for leadership change,0,11,0.0,0.0
Engage in violent protest for leadership change,Appeal for easing of political dissent,0,9,0.0,0.0
Appeal for easing of political dissent,Threaten to impose curfew,0,11,0.0,0.0
Threaten to impose curfew,Appeal for easing of political dissent,0,2,0.0,0.0
Appeal for easing of political dissent,Appeal for material cooperation,0,11,0.0,0.0
Appeal for material cooperation,Appeal for easing of political dissent,0,64,0.0,0.0
Appeal for easing of political dissent,Threaten with administrative sanctions,0,11,0.0,0.0
Threaten with administrative sanctions,Appeal for easing of political dissent,0,24,0.0,0.0
Appeal for easing of political dissent,Express intent to change policy,0,11,0.0,0.0
Express intent to change policy,Appeal for easing of political dissent,0,17,0.0,0.0
Appeal for easing of political dissent,Demand judicial cooperation,0,11,0.0,0.0
Demand judicial cooperation,Appeal for easing of political dissent,0,26,0.0,0.0
Appeal for easing of political dissent,Express intent to institute political reform,0,11,0.0,0.0
Express intent to institute political reform,Appeal for easing of political dissent,0,13,0.0,0.0
Appeal for easing of political dissent,Expel or withdraw peacekeepers,0,11,0.0,0.0
Expel or withdraw peacekeepers,Appeal for easing of political dissent,0,15,0.0,0.0
Appeal for easing of political dissent,Attempt to assassinate,0,11,0.0,0.0
Attempt to assassinate,Appeal for easing of political dissent,0,18,0.0,0.0
Appeal for easing of political dissent,Reject material cooperation,0,11,0.0,0.0
Reject material cooperation,Appeal for easing of political dissent,0,9,0.0,0.0
Appeal for easing of political dissent,Accede to demands for rights,0,11,0.0,0.0
Accede to demands for rights,Appeal for easing of political dissent,0,47,0.0,0.0
Appeal for easing of political dissent,Halt mediation,0,11,0.0,0.0
Halt mediation,Appeal for easing of political dissent,0,3,0.0,0.0
Appeal for easing of political dissent,Threaten to reduce or stop aid,0,11,0.0,0.0
Threaten to reduce or stop aid,Appeal for easing of political dissent,0,17,0.0,0.0
Appeal for easing of political dissent,Demand economic cooperation,0,11,0.0,0.0
Demand economic cooperation,Appeal for easing of political dissent,0,2,0.0,0.0
Appeal for easing of political dissent,Threaten to halt negotiations,0,11,0.0,0.0
Threaten to halt negotiations,Appeal for easing of political dissent,0,7,0.0,0.0
Appeal for easing of political dissent,Appeal for military protection or peacekeeping,0,11,0.0,0.0
Appeal for military protection or peacekeeping,Appeal for easing of political dissent,0,19,0.0,0.0
Appeal for easing of political dissent,Reject request for humanitarian aid,0,11,0.0,0.0
Reject request for humanitarian aid,Appeal for easing of political dissent,0,1,0.0,0.0
Appeal for easing of political dissent,Investigate human rights abuses,0,11,0.0,0.0
Investigate human rights abuses,Appeal for easing of political dissent,0,13,0.0,0.0
Appeal for easing of political dissent,Destroy property,0,11,0.0,0.0
Destroy property,Appeal for easing of political dissent,0,26,0.0,0.0
Appeal for easing of political dissent,Reject mediation,0,11,0.0,0.0
Reject mediation,Appeal for easing of political dissent,0,8,0.0,0.0
Appeal for easing of political dissent,Demand easing of administrative sanctions,0,11,0.0,0.0
Demand easing of administrative sanctions,Appeal for easing of political dissent,0,10,0.0,0.0
Appeal for easing of political dissent,Accede to requests or demands for political reform,0,11,0.0,0.0
Accede to requests or demands for political reform,Appeal for easing of political dissent,0,10,0.0,0.0
Appeal for easing of political dissent,Threaten to halt mediation,0,11,0.0,0.0
Threaten to halt mediation,Appeal for easing of political dissent,0,1,0.0,0.0
Appeal for easing of political dissent,Appeal for target to allow international involvement (non-mediation),0,11,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Appeal for easing of political dissent,0,5,0.0,0.0
Appeal for easing of political dissent,Demand rights,0,11,0.0,0.0
Demand rights,Appeal for easing of political dissent,0,7,0.0,0.0
Appeal for easing of political dissent,"Reject request for change in institutions, regime",0,11,0.0,0.0
"Reject request for change in institutions, regime",Appeal for easing of political dissent,0,1,0.0,0.0
Appeal for easing of political dissent,Reject request for economic aid,0,11,0.0,0.0
Reject request for economic aid,Appeal for easing of political dissent,0,3,0.0,0.0
Appeal for easing of political dissent,Demand political reform,0,11,0.0,0.0
Demand political reform,Appeal for easing of political dissent,0,8,0.0,0.0
Appeal for easing of political dissent,Demand mediation,0,11,0.0,0.0
Demand mediation,Appeal for easing of political dissent,0,9,0.0,0.0
Appeal for easing of political dissent,"Appeal for easing of economic sanctions, boycott, or embargo",0,11,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Appeal for easing of political dissent,0,8,0.0,0.0
Appeal for easing of political dissent,Accuse of war crimes,0,11,0.0,0.0
Accuse of war crimes,Appeal for easing of political dissent,0,40,0.0,0.0
Appeal for easing of political dissent,"Use chemical, biological, or radiological weapons",0,11,0.0,0.0
"Use chemical, biological, or radiological weapons",Appeal for easing of political dissent,0,6,0.0,0.0
Appeal for easing of political dissent,Threaten with restrictions on political freedoms,0,11,0.0,0.0
Threaten with restrictions on political freedoms,Appeal for easing of political dissent,0,7,0.0,0.0
Appeal for easing of political dissent,Demand military aid,0,11,0.0,0.0
Demand military aid,Appeal for easing of political dissent,0,9,0.0,0.0
Appeal for easing of political dissent,Express intent to change leadership,0,11,0.0,0.0
Express intent to change leadership,Appeal for easing of political dissent,0,23,0.0,0.0
Threaten with repression,Appeal for rights,0,18,0.0,0.0
Appeal for rights,Threaten with repression,0,34,0.0,0.0
Threaten with repression,Mediate,0,18,0.0,0.0
Mediate,Threaten with repression,0,142,0.0,0.0
Threaten with repression,Decline comment,0,18,0.0,0.0
Decline comment,Threaten with repression,0,114,0.0,0.0
Threaten with repression,Impose curfew,0,18,0.0,0.0
Impose curfew,Threaten with repression,0,14,0.0,0.0
Threaten with repression,Appeal for humanitarian aid,0,18,0.0,0.0
Appeal for humanitarian aid,Threaten with repression,0,40,0.0,0.0
Threaten with repression,Reject request for change in leadership,0,18,0.0,0.0
Reject request for change in leadership,Threaten with repression,0,6,0.0,0.0
Threaten with repression,Violate ceasefire,0,18,0.0,0.0
Violate ceasefire,Threaten with repression,0,17,0.0,0.0
Threaten with repression,"Express intent to ease economic sanctions, boycott, or embargo",0,18,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Threaten with repression,0,16,0.0,0.0
Threaten with repression,Accede to demands for change in leadership,0,18,0.0,0.0
Accede to demands for change in leadership,Threaten with repression,0,93,0.0,0.0
Threaten with repression,Refuse to de-escalate military engagement,0,18,0.0,0.0
Refuse to de-escalate military engagement,Threaten with repression,0,47,0.0,0.0
Threaten with repression,Grant asylum,0,18,0.0,0.0
Grant asylum,Threaten with repression,0,56,0.0,0.0
Threaten with repression,Receive inspectors,0,18,0.0,0.0
Receive inspectors,Threaten with repression,0,16,0.0,0.0
Threaten with repression,Ease military blockade,0,18,0.0,0.0
Ease military blockade,Threaten with repression,0,7,0.0,0.0
Threaten with repression,"Appeal for change in institutions, regime",0,18,0.0,0.0
"Appeal for change in institutions, regime",Threaten with repression,0,52,0.0,0.0
Threaten with repression,Engage in violent protest for leadership change,0,18,0.0,0.0
Engage in violent protest for leadership change,Threaten with repression,0,9,0.0,0.0
Threaten with repression,Threaten to impose curfew,0,18,0.0,0.0
Threaten to impose curfew,Threaten with repression,0,2,0.0,0.0
Threaten with repression,Appeal for material cooperation,0,18,0.0,0.0
Appeal for material cooperation,Threaten with repression,0,64,0.0,0.0
Threaten with repression,Threaten with administrative sanctions,0,18,0.0,0.0
Threaten with administrative sanctions,Threaten with repression,0,24,0.0,0.0
Threaten with repression,Express intent to change policy,0,18,0.0,0.0
Express intent to change policy,Threaten with repression,0,17,0.0,0.0
Threaten with repression,Demand judicial cooperation,0,18,0.0,0.0
Demand judicial cooperation,Threaten with repression,0,26,0.0,0.0
Threaten with repression,Express intent to institute political reform,0,18,0.0,0.0
Express intent to institute political reform,Threaten with repression,0,13,0.0,0.0
Threaten with repression,Expel or withdraw peacekeepers,0,18,0.0,0.0
Expel or withdraw peacekeepers,Threaten with repression,0,15,0.0,0.0
Threaten with repression,Attempt to assassinate,0,18,0.0,0.0
Attempt to assassinate,Threaten with repression,0,18,0.0,0.0
Threaten with repression,Reject material cooperation,0,18,0.0,0.0
Reject material cooperation,Threaten with repression,0,9,0.0,0.0
Threaten with repression,Accede to demands for rights,0,18,0.0,0.0
Accede to demands for rights,Threaten with repression,0,47,0.0,0.0
Threaten with repression,Halt mediation,0,18,0.0,0.0
Halt mediation,Threaten with repression,0,3,0.0,0.0
Threaten with repression,Threaten to reduce or stop aid,0,18,0.0,0.0
Threaten to reduce or stop aid,Threaten with repression,0,17,0.0,0.0
Threaten with repression,Demand economic cooperation,0,18,0.0,0.0
Demand economic cooperation,Threaten with repression,0,2,0.0,0.0
Threaten with repression,Threaten to halt negotiations,0,18,0.0,0.0
Threaten to halt negotiations,Threaten with repression,0,7,0.0,0.0
Threaten with repression,Appeal for military protection or peacekeeping,0,18,0.0,0.0
Appeal for military protection or peacekeeping,Threaten with repression,0,19,0.0,0.0
Threaten with repression,Reject request for humanitarian aid,0,18,0.0,0.0
Reject request for humanitarian aid,Threaten with repression,0,1,0.0,0.0
Threaten with repression,Investigate human rights abuses,0,18,0.0,0.0
Investigate human rights abuses,Threaten with repression,0,13,0.0,0.0
Threaten with repression,Destroy property,0,18,0.0,0.0
Destroy property,Threaten with repression,0,26,0.0,0.0
Threaten with repression,Reject mediation,0,18,0.0,0.0
Reject mediation,Threaten with repression,0,8,0.0,0.0
Threaten with repression,Demand easing of administrative sanctions,0,18,0.0,0.0
Demand easing of administrative sanctions,Threaten with repression,0,10,0.0,0.0
Threaten with repression,Accede to requests or demands for political reform,0,18,0.0,0.0
Accede to requests or demands for political reform,Threaten with repression,0,10,0.0,0.0
Threaten with repression,Threaten to halt mediation,0,18,0.0,0.0
Threaten to halt mediation,Threaten with repression,0,1,0.0,0.0
Threaten with repression,Appeal for target to allow international involvement (non-mediation),0,18,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Threaten with repression,0,5,0.0,0.0
