head	relation_x	tail	time_x
Protester (Thailand)	Ease military blockade	Thailand	2014-02-05
Protester (Thailand)	Ease military blockade	Thailand	2014-02-04
Protester (Thailand)	Threaten to reduce or stop aid	Thailand	2014-01-07
Protester (Thailand)	Threaten to reduce or stop aid	Thailand	2014-01-04
Protester (Hong Kong)	Engage in violent protest for rights	Police (Hong Kong)	2014-12-09
South Korea	Express intent to cooperate on intelligence	Japan	2014-12-30
South Korea	Express intent to cooperate on intelligence	Japan	2014-12-29
South Korea	Express intent to cooperate on intelligence	Japan	2014-12-26
Japan	Express intent to cooperate on intelligence	South Korea	2014-12-29
Japan	Express intent to cooperate on intelligence	South Korea	2014-12-26
Japan	Express intent to cooperate on intelligence	South Korea	2014-12-30
South Korea	Reject judicial cooperation	Japan	2014-07-18
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-18
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-07
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-06
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-05-21
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-11
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-21
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-12
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-09
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-07-09
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-05
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-19
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-08
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-12-11
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-12-09
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-07-10
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-23
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-03-14
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-04-17
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-11-19
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-12-03
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-12-26
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-08-13
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-08-30
United Arab Emirates	Reduce or break diplomatic relations	Qatar	2014-04-18
Abdullah Abdullah	Reduce or break diplomatic relations	Election Commission (Afghanistan)	2014-07-05
Abdullah Abdullah	Reduce or break diplomatic relations	Election Commission (Afghanistan)	2014-06-19
Abdullah Abdullah	Reduce or break diplomatic relations	Election Commission (Afghanistan)	2014-06-22
Abdullah Abdullah	Reduce or break diplomatic relations	Election Commission (Afghanistan)	2014-06-21
Police (Australia)	Use tactics of violent repression	Citizen (Australia)	2014-05-29
Police (Kenya)	Use tactics of violent repression	Citizen (Kenya)	2014-01-02
Police (Kenya)	Use tactics of violent repression	Citizen (Kenya)	2014-07-07
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-08-29
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-08-25
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-05-16
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-04-14
Medical Personnel (India)	Demand economic aid	Citizen (India)	2014-01-20
Citizen (India)	Appeal to others to settle dispute	Employee (India)	2014-02-25
South Korea	fight with artillery and tanks	North Korea	2014-04-02
South Korea	fight with artillery and tanks	North Korea	2014-05-08
South Korea	fight with artillery and tanks	North Korea	2014-03-03
North Korea	fight with artillery and tanks	South Korea	2014-12-01
North Korea	fight with artillery and tanks	South Korea	2014-06-29
North Korea	fight with artillery and tanks	South Korea	2014-05-08
North Korea	fight with artillery and tanks	South Korea	2014-12-04
North Korea	fight with artillery and tanks	South Korea	2014-09-07
North Korea	fight with artillery and tanks	South Korea	2014-04-02
Israeli Defense Forces	fight with artillery and tanks	Hamas	2014-07-18
North Korea	Appeal for easing of economic sanctions, boycott, or embargo	South Korea	2014-06-26
Democratic Party (Nigeria)	Appeal for military protection or peacekeeping	Citizen (Nigeria)	2014-02-10
Benjamin Netanyahu	Accuse of war crimes	Hamas	2014-09-30
North Korea	Reject military cooperation	South Korea	2014-02-16
North Korea	Threaten to halt negotiations	South Korea	2014-11-02
Head of Government (India)	Demand material cooperation	Citizen (India)	2014-03-30
Citizen (India)	Demand material cooperation	Medical Personnel (India)	2014-07-21
Citizen (Kenya)	Demand judicial cooperation	Police (Kenya)	2014-12-22
Citizen (Kenya)	Demand judicial cooperation	Police (Kenya)	2014-06-17
Employee (India)	Demand mediation	Citizen (India)	2014-12-25
Citizen (Kenya)	Appeal for humanitarian aid	Government (Kenya)	2014-08-21
Villager (India)	Appeal for humanitarian aid	Citizen (India)	2014-12-26
Citizen (Kenya)	Demand policy change	Government (Kenya)	2014-06-18
Citizen (Kenya)	Reject economic cooperation	Government (Kenya)	2014-08-04
China	Halt mediation	Vietnam	2014-12-08
Police (Australia)	Investigate human rights abuses	Citizen (Australia)	2014-10-30
Police (Australia)	Impose blockade, restrict movement	Citizen (Australia)	2014-12-15
Police (Canada)	Impose blockade, restrict movement	Canada	2014-05-07
Police (South Africa)	Impose blockade, restrict movement	South Africa	2014-02-12
Police (Australia)	Confiscate property	Citizen (Australia)	2014-07-18
Police (Australia)	Confiscate property	Citizen (Australia)	2014-02-12
Police (Australia)	Confiscate property	Citizen (Australia)	2014-03-13
Police (Australia)	Confiscate property	Citizen (Australia)	2014-11-25
Police (Australia)	Confiscate property	Citizen (Australia)	2014-09-23
Police (Australia)	Confiscate property	Citizen (Australia)	2014-09-18
Police (Australia)	Confiscate property	Citizen (Australia)	2014-09-19
Police (Australia)	Confiscate property	Citizen (Australia)	2014-12-03
Police (Australia)	Confiscate property	Citizen (Australia)	2014-09-10
Police (Australia)	Confiscate property	Citizen (Australia)	2014-10-09
Police (Australia)	Confiscate property	Citizen (Australia)	2014-10-30
Police (Australia)	Confiscate property	Citizen (Australia)	2014-05-15
Police (Australia)	Confiscate property	Citizen (Australia)	2014-09-09
Police (Indonesia)	Confiscate property	Citizen (Indonesia)	2014-07-06
Police (Malaysia)	Confiscate property	Malaysia	2014-10-15
Police (Malaysia)	Confiscate property	Malaysia	2014-06-27
Police (Malaysia)	Confiscate property	Malaysia	2014-10-12
Police (Malaysia)	Confiscate property	Malaysia	2014-08-11
Police (South Korea)	Confiscate property	Citizen (South Korea)	2014-12-28
Police (South Korea)	Confiscate property	Citizen (South Korea)	2014-12-27
Police (Tanzania)	Confiscate property	Citizen (Tanzania)	2014-02-10
Police (Indonesia)	Confiscate property	Men (Indonesia)	2014-11-12
Police (South Africa)	Confiscate property	South Africa	2014-06-03
Police (South Africa)	Confiscate property	South Africa	2014-07-15
Police (South Africa)	Confiscate property	South Africa	2014-01-07
Police (South Africa)	Confiscate property	South Africa	2014-10-28
Police (South Africa)	Confiscate property	South Africa	2014-05-23
Police (South Africa)	Confiscate property	South Africa	2014-06-26
Police (South Africa)	Confiscate property	South Africa	2014-11-10
Police (South Africa)	Confiscate property	South Africa	2014-12-22
Police (Philippines)	Confiscate property	Philippines	2014-07-11
Police (Philippines)	Confiscate property	Philippines	2014-10-29
Police (Philippines)	Confiscate property	Philippines	2014-11-19
Police (Philippines)	Confiscate property	Philippines	2014-11-04
Police (Kyrgyzstan)	Confiscate property	Citizen (Kyrgyzstan)	2014-12-31
Police (Kyrgyzstan)	Confiscate property	Citizen (Kyrgyzstan)	2014-05-14
Police (South Korea)	Confiscate property	South Korea	2014-06-16
Police (South Korea)	Confiscate property	South Korea	2014-05-06
Police (South Korea)	Confiscate property	South Korea	2014-04-28
Police (South Korea)	Confiscate property	South Korea	2014-06-11
Police (South Korea)	Confiscate property	South Korea	2014-07-31
Police (South Korea)	Confiscate property	South Korea	2014-07-15
Police (South Korea)	Confiscate property	South Korea	2014-06-12
Police (Canada)	Mobilize or increase police power	Canada	2014-01-11
Police (Canada)	Mobilize or increase police power	Canada	2014-04-23
Police (Canada)	Mobilize or increase police power	Canada	2014-07-04
Police (Canada)	Mobilize or increase police power	Canada	2014-06-16
Police (South Africa)	Mobilize or increase police power	South Africa	2014-08-08
Police (South Africa)	Mobilize or increase police power	South Africa	2014-05-09
Police (South Africa)	Mobilize or increase police power	South Africa	2014-05-07
Police (Philippines)	Mobilize or increase police power	Philippines	2014-08-11
Police (Philippines)	Mobilize or increase police power	Philippines	2014-11-11
Police (Philippines)	Mobilize or increase police power	Philippines	2014-11-03
Police (Philippines)	Mobilize or increase police power	Philippines	2014-07-01
Police (Philippines)	Mobilize or increase police power	Philippines	2014-05-07
Police (Philippines)	Mobilize or increase police power	Philippines	2014-07-31
Police (Philippines)	Mobilize or increase police power	Philippines	2014-12-08
Court Judge (India)	Reduce or stop humanitarian assistance	Citizen (India)	2014-03-20
Other Authorities / Officials (China)	Increase police alert status	China	2014-03-01
Other Authorities / Officials (China)	Increase police alert status	China	2014-02-26
Police (Canada)	Increase police alert status	Canada	2014-10-23
Police (South Africa)	Increase police alert status	South Africa	2014-09-10
Police (South Africa)	Increase police alert status	South Africa	2014-11-11
Police (South Africa)	Increase police alert status	South Africa	2014-03-06
Police (South Africa)	Increase police alert status	South Africa	2014-09-08
Police (South Africa)	Increase police alert status	South Africa	2014-01-30
Police (South Africa)	Increase police alert status	South Africa	2014-05-30
Police (South Africa)	Increase police alert status	South Africa	2014-04-24
Police (South Africa)	Increase police alert status	South Africa	2014-01-17
Police (South Africa)	Increase police alert status	South Africa	2014-06-11
Police (South Africa)	Increase police alert status	South Africa	2014-09-07
Police (Philippines)	Increase police alert status	Philippines	2014-04-25
Police (Philippines)	Increase police alert status	Philippines	2014-06-01
Police (South Korea)	Seize or damage property	South Korea	2014-06-11
Police (South Korea)	Seize or damage property	South Korea	2014-06-12
Citizen (Nigeria)	Appeal to yield	Government (Nigeria)	2014-11-29
Citizen (Kenya)	Demand policy change	Government (Kenya)	2014-06-18
Citizen (Kenya)	Reject economic cooperation	Government (Kenya)	2014-08-04
Iran	Express intent to change institutions, regime	Iraq	2014-08-06
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-07-07
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-07-01
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-07-04
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-05-30
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-04
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-10-27
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-05-31
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-11
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-30
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-07-17
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-22
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-05-29
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-07-16
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-05
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-25
Iran	Express intent to change institutions, regime	Iraq	2014-08-06
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-08-29
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-08-25
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-05-16
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-04-14
Iran	Reduce or stop military assistance	Iraq	2014-07-09
Iran	Reduce or stop military assistance	Iraq	2014-07-06
Government (Nigeria)	Reduce or stop military assistance	Citizen (Nigeria)	2014-11-03
Citizen (Thailand)	Demand humanitarian aid	Military (Thailand)	2014-12-06
Barack Obama	Express intent to de-escalate military engagement	Iraq	2014-09-12
Tehrik-i-Taliban Pakistan	Express intent to de-escalate military engagement	Government (Pakistan)	2014-03-04
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-08-29
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-08-25
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-05-16
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-04-14
North Korea	Appeal for easing of economic sanctions, boycott, or embargo	South Korea	2014-06-26
North Korea	Reject military cooperation	South Korea	2014-02-16
John Kerry	Reject military cooperation	Iran	2014-09-16
John Kerry	Reject military cooperation	Iran	2014-09-15
North Korea	Threaten to halt negotiations	South Korea	2014-11-02
Employee (India)	Demand mediation	Citizen (India)	2014-12-25
Citizen (Kenya)	Demand policy change	Government (Kenya)	2014-06-18
Citizen (Kenya)	Reject economic cooperation	Government (Kenya)	2014-08-04
Barack Obama	Accede to demands for change in policy	Iraq	2014-11-23
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-08-29
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-08-25
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-05-16
Government (Nigeria)	Accede to demands for rights	Citizen (Nigeria)	2014-04-14
John Kerry	Appeal to others to settle dispute	China	2014-08-10
Citizen (India)	Appeal to others to settle dispute	Employee (India)	2014-02-25
China	Appeal to others to settle dispute	South Sudan	2014-01-06
China	Appeal to others to settle dispute	South Sudan	2014-01-08
China	Express intent to provide military protection or peacekeeping	South Sudan	2014-08-26
China	Express intent to provide military protection or peacekeeping	South Sudan	2014-05-29
China	Reduce or stop military assistance	South Sudan	2014-07-18
North Korea	Investigate human rights abuses	Citizen (North Korea)	2014-08-15
Protester (Ukraine)	Obstruct passage, block	Police (Ukraine)	2014-02-18
Protester (Ukraine)	Obstruct passage, block	Police (Ukraine)	2014-04-14
Protester (Thailand)	Obstruct passage, block	Thailand	2014-04-01
Protester (Thailand)	Obstruct passage, block	Thailand	2014-01-27
Protester (Thailand)	Obstruct passage, block	Thailand	2014-02-06
Protester (Thailand)	Obstruct passage, block	Thailand	2014-01-14
Protester (Thailand)	Obstruct passage, block	Thailand	2014-01-20
Protester (Thailand)	Obstruct passage, block	Thailand	2014-01-21
Protester (Thailand)	Obstruct passage, block	Thailand	2014-02-26
Protester (Thailand)	Obstruct passage, block	Thailand	2014-02-14
Protester (Thailand)	Obstruct passage, block	Thailand	2014-01-31
Protester (Thailand)	Obstruct passage, block	Thailand	2014-01-01
Protester (Thailand)	Obstruct passage, block	Thailand	2014-01-22
Protester (Thailand)	Obstruct passage, block	Thailand	2014-01-13
Protester (Thailand)	Obstruct passage, block	Thailand	2014-01-08
Protester (Thailand)	Obstruct passage, block	Thailand	2014-01-02
