,head,relation,tail,time
31139,UN Security Council,Make statement,Kazakhstan,2009-06-05
31140,Staffan de Mistura,Make statement,Iran,2015-04-30
31141,Lawyer/Attorney (United States),"Arrest, detain, or charge with legal action",Citizen (United Kingdom),2009-02-11
31142,Thailand,Cooperate economically,Vietnam,2008-03-21
31143,Military (Cambodia),Use conventional military force,Thailand,2011-04-24
31144,Evo Morales,Impose administrative sanctions,Bolivia,2011-09-28
31145,Police (Malaysia),Investigate,Men (Malaysia),2006-06-07
31146,Military (Philippines),Make statement,Police (Philippines),2015-03-12
31147,Military (Philippines),Violate ceasefire,Moro Islamic Liberation Front,2014-07-29
31148,Police (Kenya),"Arrest, detain, or charge with legal action",Men (Kenya),2013-08-30
31149,Rioter (Ukraine),Physically assault,Police (Ukraine),2014-02-18
31150,Iran,Deny responsibility,Iraq,2008-11-19
31151,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2005-08-25
31152,Governor (Somalia),Make statement,Shabelle Media Network,2015-09-16
31153,Lawyer/Attorney (Uganda),Make statement,Constitutional Court (Uganda),2006-04-05
31154,France,Make a visit,China,2008-05-27
31155,Economic Cooperation Organization,Make a visit,Iran,2009-03-08
31156,Angela Merkel,Criticize or denounce,Benjamin Netanyahu,2011-10-02
31157,Criminal (Burundi),Physically assault,Military (Burundi),2008-02-27
31158,Oversight Court (Bulgaria),"Arrest, detain, or charge with legal action",Citizen (Bulgaria),2014-12-23
31159,Head of Government (Bangladesh),Accuse,People Associated with the Opposition (Bangladesh),2012-10-09
31160,Japan,Express intent to provide material aid,China,2006-08-10
31161,Kuwait,Host a visit,Supreme Council (Iraq),2011-08-18
31162,Nuri al-Maliki,Make a visit,Iran,2009-05-21
31163,Japan,Express intent to cooperate,China,2008-06-27
31164,Lawyer/Attorney (Australia),Demand,Citizen (Australia),2006-03-24
31165,Mahmoud Ahmadinejad,Make statement,Oman,2009-08-04
31166,Abhisit Vejjajiva,Appeal for release of persons or property,Protester (Thailand),2009-04-12
31167,Japan,Criticize or denounce,Citizen (North Korea),2006-07-27
31168,Tsai Ing-wen,Demand material cooperation,Kuomintang,2008-06-13
31169,National Resistance Movement,Deny responsibility,Citizen (Uganda),2008-12-03
31170,South Korea,Host a visit,Japan,2006-11-05
31171,Sudan,Praise or endorse,South Sudan,2012-09-18
31172,Michael Sata,Praise or endorse,Citizen (Zambia),2012-07-28
31173,Citizen (Mongolia),Express intent to meet or negotiate,China,2006-10-19
31174,UN Security Council,Make statement,Iran,2013-09-26
31175,Japan,Make statement,South Korea,2009-04-02
31176,South Korea,Express intent to meet or negotiate,China,2014-07-10
31177,The Hague,Host a visit,William Ruto,2013-11-20
31178,Iraq,Host a visit,Stephen Hadley,2006-11-01
31179,Police (Australia),Investigate,Women (Australia),2008-01-31
31180,Doctors Without Borders,Express intent to meet or negotiate,South Africa,2014-04-03
31181,Iraq,Consult,Iran,2007-08-06
31182,Ministry (Brazil),Sign formal agreement,Cláudio Lembo,2006-08-18
31183,Laos,Engage in diplomatic cooperation,Vietnam,2007-09-04
31184,Police (Australia),Investigate,Women (Australia),2008-12-31
31185,Sudan,Criticize or denounce,Peacekeeping Troop (Sudan),2006-09-04
31186,Samuel Sitta,Make statement,Tanzania,2014-05-23
31187,Jakaya Mrisho Kikwete,Make statement,Civic United Front,2010-08-02
31188,City Mayor (China),Make optimistic comment,China,2013-06-07
31189,Julia Gillard,Yield,Citizen (Australia),2010-08-26
31190,Japan,Reduce relations,South Korea,2015-01-15
31191,Head of Government (South Korea),Demand,South Korea,2013-05-09
31192,Sudan,Host a visit,Daniel Arap Moi,2007-08-13
31193,Criminal (Australia),Threaten with military force,Citizen (Australia),2015-06-23
31194,China,Express intent to meet or negotiate,Japan,2013-09-22
31195,Barack Obama,Engage in negotiation,Mahmoud Abbas,2009-09-23
31196,Member of Parliament (Australia),Impose restrictions on political freedoms,Citizen (Australia),2014-10-01
31197,Citizen (Thailand),Use unconventional violence,Thailand,2014-07-14
31198,China,Consult,Wen Jiabao,2006-12-16
31199,Association of Southeast Asian Nations,Express intent to meet or negotiate,Japan,2005-10-26
31200,Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2012-07-30
31201,Abdel Fattah Al-Sisi,Make statement,Middle East,2015-09-28
31202,Iran,Reject,United Arab Emirates,2011-12-19
31203,France,Praise or endorse,China,2007-11-29
31204,Police (Egypt),fight with small arms and light weapons,Protester (Egypt),2011-11-28
31205,Head of Government (Brazil),Make an appeal or request,Ministry (Brazil),2010-12-13
31206,Media Personnel (Australia),Make statement,Police (Australia),2009-03-03
31207,China,Host a visit,Japan,2005-04-17
31208,Barack Obama,Appeal for release of persons or property,Iran,2009-04-19
31209,Rafael Correa,Consult,International Monetary Fund,2007-01-09
31210,China,Express intent to provide military protection or peacekeeping,South Sudan,2015-04-07
31211,China,Express intent to meet or negotiate,Association of Southeast Asian Nations,2007-04-19
31212,Media (India),Consult,Election Commission (India),2014-11-25
31213,Head of Government (India),Make a visit,China,2014-06-28
31214,Daniel Ortega,Consult,Raúl Castro,2009-04-03
31215,Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2011-10-28
31216,Military Personnel (Philippines),Make statement,Military (Philippines),2013-10-09
31217,China,Praise or endorse,Sudan,2006-09-19
31218,Nonaligned Movement,Praise or endorse,Iran,2013-06-05
31219,China,Accuse,Japan,2010-11-01
31220,Treasury/Finance Ministry (Japan),Make statement,Japan,2005-03-10
31221,Citizen (Nigeria),Criticize or denounce,Ministry (Nigeria),2015-12-31
31222,China,Praise or endorse,International Monetary Fund,2012-06-11
31223,Kuwait,Provide economic aid,Iraq,2010-01-16
31224,Israeli Defense Forces,Use conventional military force,"Children (Palestinian Territory, Occupied)",2015-10-13
31225,Citizen (Bulgaria),Threaten with military force,Citizen (United Kingdom),2012-08-20
31226,Japan,Consult,South Korea,2014-06-30
31227,China,Make an appeal or request,Iran,2006-08-16
31228,Senate (Romania),Consult,Legislature (Romania),2015-11-16
31229,Cabinet / Council of Ministers / Advisors (United States),Consult,Benjamin Netanyahu,2013-12-19
31230,Wang Yi,Praise or endorse,Iraq,2014-02-23
31231,Thailand,Bring lawsuit against,Citizen (Thailand),2015-09-29
31232,Dominican Republic,Host a visit,Ma Ying Jeou,2008-08-13
31233,Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2006-11-06
31234,Justice Department/Ministery (Peru),Make statement,Alberto Fujimori,2013-06-08
31235,Ministry (Nigeria),Make statement,Government (Nigeria),2015-12-17
31236,Abdel Fattah Al-Sisi,Make a visit,Viktor Orban,2015-06-05
31237,Cambodia,Occupy territory,Vietnam,2010-09-16
31238,Media Personnel (Australia),Make statement,Police (Australia),2006-02-01
31239,Chongwadai,Make statement,South Korea,2006-06-23
31240,Police (Malaysia),"Arrest, detain, or charge with legal action",Men (Malaysia),2013-09-11
31241,Bolivia,Make a visit,Colombia,2007-12-31
31242,Iran,Consult,Catherine Ashton,2010-12-06
31243,China,Make a visit,Fishermen (Vietnam),2010-08-01
31244,Malaysia,Sign formal agreement,China,2014-09-15
31245,Thailand,Ease administrative sanctions,Citizen (Thailand),2008-07-20
31246,Police (Australia),Accuse,Citizen (Australia),2012-06-20
31247,Military (Philippines),Use conventional military force,Abu Sayyaf,2015-06-11
31248,Iraq,Host a visit,Mahmoud Ahmadinejad,2008-02-18
31249,Armed Rebel (Mali),Use unconventional violence,Military (Mali),2006-05-27
31250,Iraq,Host a visit,South Korea,2006-12-04
31251,Iran,Threaten,UN Security Council,2006-03-06
31252,Isaias Afewerki,Express intent to meet or negotiate,Qatar,2014-03-02
31253,Sudan,Make an appeal or request,African Union,2012-06-08
31254,South Korea,Retreat or surrender militarily,Iraq,2009-01-10
31255,Staffan de Mistura,Consult,UN Security Council,2015-02-18
31256,Sudan,Receive deployment of peacekeepers,UN Security Council,2006-12-09
31257,South Korea,Use conventional military force,Thailand,2006-08-22
31258,China,Host a visit,Treasury/Finance Ministry (Japan),2012-02-16
31259,Resistance Movement (Uganda),Use unconventional violence,Citizen (Uganda),2011-07-25
31260,Police (South Africa),fight with small arms and light weapons,Men (South Africa),2007-01-08
31261,Police (Philippines),fight with small arms and light weapons,Men (Philippines),2005-07-02
31262,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2008-09-15
31263,France,Make an appeal or request,Romania,2010-09-10
31264,Head of Government (Egypt),Make a visit,Royal Administration (Spain),2015-04-30
31265,Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2007-10-19
31266,Cambodia,Express intent to cooperate,Vietnam,2007-04-10
31267,Party Member (United Kingdom),Demand,Citizen (United Kingdom),2006-08-26
31268,Governor (Thailand),Make an appeal or request,Citizen (Thailand),2007-05-16
31269,South Korea,Consult,China,2012-12-19
31270,Japan,Sign formal agreement,Laos,2008-02-12
31271,Police (South Africa),Investigate,Men (South Africa),2012-03-16
31272,Japan,Express intent to meet or negotiate,China,2008-11-21
31273,Barack Obama,Criticize or denounce,Iran,2009-12-23
31274,Sudan,Praise or endorse,Yemen,2009-12-21
31275,Malaysia,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2009-06-10
31276,Mwai Kibaki,Demand,Police (Kenya),2010-06-15
31277,Protester (Thailand),Express intent to meet or negotiate,Cabinet / Council of Ministers / Advisors (Thailand),2007-06-26
31278,Royal Administration (Nigeria),Make an appeal or request,Muhammadu Buhari,2015-08-03
31279,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2009-01-28
31280,Armed Gang (South Africa),Use unconventional violence,Police (South Africa),2008-08-22
31281,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2010-05-28
31282,Criminal (China),Use unconventional violence,Women (China),2009-02-10
31283,South Korea,Host a visit,Wen Jiabao,2007-01-26
31284,Iran,Express intent to meet or negotiate,Qatar,2007-02-07
31285,Citizen (Australia),Demand,Julia Gillard,2011-10-02
31286,Business (Iran),Make statement,Iran,2006-12-06
31287,Cambodia,Engage in diplomatic cooperation,Vietnam,2012-07-17
31288,Military (Lebanon),Investigate,Armed Band (Lebanon),2007-06-20
31289,China,Make statement,Media Personnel (International),2009-02-09
31290,Police (Uganda),"Arrest, detain, or charge with legal action",Citizen (Uganda),2012-02-24
31291,Tony Blair,Consult,Muhammadu Buhari,2015-02-24
31292,Oluṣẹgun Ọbasanjọ,Consult,Muhammadu Buhari,2015-10-13
31293,Djibouti,Engage in diplomatic cooperation,Iran,2008-11-07
31294,Protester (India),"Protest violently, riot",Military Personnel - Special (India),2015-04-23
31295,Sali Berisha,Make an appeal or request,Military (Albania),2007-07-12
31296,Chongwadai,Make statement,South Korea,2005-03-16
31297,Jatuporn Prompan,Make statement,National United Front for Democracy Against Dictatorship,2013-08-05
31298,Antonis Samaras,Express intent to meet or negotiate,China,2013-05-08
31299,Vietnam,Express intent to cooperate,Laos,2007-07-11
31300,Governor (Thailand),Express intent to provide humanitarian aid,Citizen (Thailand),2008-11-13
31301,Steffen Seibert,Make statement,Angela Merkel,2014-11-07
31302,Narongchai Akrasanee,Make statement,Thailand,2009-07-14
31303,Citizen (Australia),Demand,Police (Australia),2005-12-01
31304,Gerhard Schröder,Praise or endorse,Government (Germany),2007-11-13
31305,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2013-10-12
31306,Saud bin Faisal bin Abdul-Aziz,Make pessimistic comment,Iran,2015-03-05
31307,Japan,Make statement,South Korea,2005-05-17
31308,Japan,Make an appeal or request,China,2006-09-18
31309,Iran,Sign formal agreement,Qatar,2015-01-18
31310,Government (Nigeria),Make statement,Bukola Saraki,2015-09-30
31311,Human Rights Commission (Mexico),Make statement,Other Authorities / Officials (Mexico),2014-10-22
31312,Japan,Engage in negotiation,South Korea,2009-04-11
31313,Alexis Tsipras,Make an appeal or request,Antonis Samaras,2013-03-10
31314,South Korea,Consult,Japan,2015-10-16
31315,Shaukat Aziz,Express intent to cooperate,Pervez Musharraf,2005-07-30
31316,China,Meet at a 'third' location,Japan,2015-03-26
31317,Head of Government (Togo),Praise or endorse,Umaru Musa Yar'Adua,2007-09-12
31318,China,Sign formal agreement,South Korea,2007-10-05
31319,Middle East,Provide humanitarian aid,Iran,2011-04-01
31320,Head of Government (Ukraine),Make statement,Military (Ukraine),2014-04-17
31321,Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-07-18
31322,Domestic Affairs (Tanzania),Make statement,Police (Tanzania),2006-03-28
31323,Head of Government (Nigeria),Make an appeal or request,Government (Nigeria),2013-06-27
31324,China,Consult,France,2008-05-03
31325,Colombia,Express intent to meet or negotiate,Mexico,2010-12-29
31326,Head of Government (Belarus),Make a visit,China,2005-12-06
31327,Xi Jinping,Criticize or denounce,Japan,2014-03-29
31328,Lawyer/Attorney (Sweden),Reduce or break diplomatic relations,Julian Paul Assange,2015-06-17
31329,Military (Philippines),Provide aid,Police (Philippines),2007-03-30
31330,Ministry (Brazil),Make statement,People Associated with the Opposition (Brazil),2007-10-10
31331,Barack Obama,Express intent to meet or negotiate,Xi Jinping,2015-09-16
31332,Thief (Colombia),Use unconventional violence,Colombia,2008-07-04
31333,Foreign Affairs (France),Criticize or denounce,Foreign Affairs (Syria),2011-07-10
31334,Angela Merkel,Yield,People Associated with the Opposition (Germany),2010-09-01
31335,Peter O'Neill,Engage in negotiation,Julia Gillard,2013-05-11
31336,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2006-12-18
31337,Mexico,Host a visit,Rafael Correa,2008-04-11
31338,Heinz Fischer,Express intent to meet or negotiate,Iran,2015-07-20
31339,Dmitry Anatolyevich Medvedev,Make an appeal or request,Barack Obama,2008-12-30
31340,Iraq,Consult,Nuri al-Maliki,2013-03-23
31341,Barack Obama,Express intent to engage in diplomatic cooperation (such as policy support),China,2013-09-11
31342,Jack Straw,Demand,Iraq,2006-02-22
31343,Men (South Africa),Make an appeal or request,Government (South Africa),2007-03-15
31344,China,Make an appeal or request,South Korea,2005-10-11
31345,Citizen (Nigeria),Make an appeal or request,Other Authorities / Officials (Nigeria),2008-09-15
31346,Men (Argentina),Make an appeal or request,Lawyer/Attorney (Argentina),2011-08-16
31347,Samuel Sitta,Make statement,Tanzania,2011-07-19
31348,Police (Uganda),Reject,Citizen (Uganda),2009-06-11
31349,Police (Tanzania),Demand,Citizen (Tanzania),2008-06-04
31350,UN Security Council,Make an appeal or request,Military (Lebanon),2013-05-01
31351,Shimon Peres,Consult,Tony Blair,2014-08-01
31352,Lawrence Cannon,Express intent to meet or negotiate,Cabinet / Council of Ministers / Advisors (United States),2009-02-21
31353,Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2006-01-27
31354,Government (Sudan),Express intent to engage in material cooperation,Citizen (Sudan),2006-09-05
31355,Cabinet / Council of Ministers / Advisors (United States),Appeal for release of persons or property,Iran,2009-03-06
31356,Other Authorities / Officials (El Salvador),Accuse,Criminal (El Salvador),2015-02-12
31357,Police (Kenya),Make statement,Al-Shabaab,2012-05-09
31358,Uhuru Muigai Kenyatta,Make a visit,Ethiopia,2014-01-31
31359,Court Judge (United Kingdom),Deny responsibility,Julian Paul Assange,2012-06-12
31360,China,Host a visit,Xi Jinping,2013-02-04
31361,Wen Jiabao,Make statement,Japan,2005-12-12
31362,South Sudan,Host a visit,Envoy (United States),2013-09-14
31363,Thailand,Use conventional military force,Citizen (Thailand),2013-06-29
31364,Malaysia,"Arrest, detain, or charge with legal action",Businessperson (Malaysia),2006-01-06
31365,Armed Rebel (Russia),Use unconventional violence,Military (Russia),2008-02-22
